Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Pos,,,,,
RB,Le'Veon Bell,9800,PIT@CLE 01:00PM ET,26.293,PIT,RB,,,,,
RB,David Johnson,9400,ARI@DET 01:00PM ET,26.613,ARI,RB,,,,,
WR,Antonio Brown,8800,PIT@CLE 01:00PM ET,21.456,PIT,WR,,,,,
WR,Julio Jones,8500,ATL@CHI 01:00PM ET,20.094,ATL,WR,,,,,
WR,Odell Beckham Jr.,8300,NYG@DAL 08:30PM ET,18.612,NYG,WR,,,,,
RB,LeSean McCoy,8200,NYJ@BUF 01:00PM ET,21.287,BUF,RB,,,,,
RB,Ezekiel Elliott,8100,NYG@DAL 08:30PM ET,22.731,DAL,RB,,,,,
WR,A.J. Green,8000,BAL@CIN 01:00PM ET,19.84,CIN,WR,,,,,
WR,Mike Evans,7800,Postponed,19.756,TB,WR,,,,,
WR,Brandin Cooks,7700,KC@NE 08:30PM ET,15.956,NE,WR,,,,,
QB,Tom Brady,7600,KC@NE 08:30PM ET,23.086,NE,QB,,,,,
WR,Jordy Nelson,7600,SEA@GB 04:25PM ET,18.983,GB,WR,,,,,
WR,Dez Bryant,7500,NYG@DAL 08:30PM ET,16.229,DAL,WR,,,,,
RB,DeMarco Murray,7400,OAK@TEN 01:00PM ET,19.363,TEN,RB,,,,,
WR,Michael Thomas,7400,NO@MIN 07:10PM ET,17.78,NO,WR,,,,,
QB,Ben Roethlisberger,7300,PIT@CLE 01:00PM ET,18.98,PIT,QB,,,,,
WR,Amari Cooper,7200,OAK@TEN 01:00PM ET,14.547,OAK,WR,,,,,
QB,Drew Brees,7200,NO@MIN 07:10PM ET,23.833,NO,QB,,,,,
QB,Cam Newton,7100,CAR@SF 04:25PM ET,18.617,CAR,QB,,,,,
RB,Devonta Freeman,7000,ATL@CHI 01:00PM ET,18.444,ATL,RB,,,,,
QB,Aaron Rodgers,7000,SEA@GB 04:25PM ET,26.073,GB,QB,,,,,
QB,Matt Ryan,6900,ATL@CHI 01:00PM ET,24.759,ATL,QB,,,,,
WR,T.Y. Hilton,6900,IND@LAR 04:05PM ET,18.238,IND,WR,,,,,
QB,Russell Wilson,6900,SEA@GB 04:25PM ET,18.257,SEA,QB,,,,,
TE,Rob Gronkowski,6800,KC@NE 08:30PM ET,13.25,NE,TE,,,,,
QB,Marcus Mariota,6800,OAK@TEN 01:00PM ET,18.463,TEN,QB,,,,,
QB,Derek Carr,6700,OAK@TEN 01:00PM ET,19.299,OAK,QB,,,,,
WR,Doug Baldwin,6700,SEA@GB 04:25PM ET,17.372,SEA,WR,,,,,
QB,Jameis Winston,6600,Postponed,18.069,TB,QB,,,,,
RB,Melvin Gordon,6600,LAC@DEN 10:20PM ET,20.123,LAC,RB,,,,,
WR,Golden Tate,6500,ARI@DET 01:00PM ET,14.035,DET,WR,,,,,
RB,Jay Ajayi,6500,Postponed,14.738,MIA,RB,,,,,
QB,Andrew Luck,6500,IND@LAR 04:05PM ET,22.713,IND,QB,,,,,
QB,Kirk Cousins,6400,PHI@WAS 01:00PM ET,21.018,WAS,QB,,,,,
RB,Jordan Howard,6300,ATL@CHI 01:00PM ET,16.807,CHI,RB,,,,,
QB,Dak Prescott,6300,NYG@DAL 08:30PM ET,19.427,DAL,QB,,,,,
WR,Demaryius Thomas,6300,LAC@DEN 10:20PM ET,14.644,DEN,WR,,,,,
QB,Tyrod Taylor,6200,NYJ@BUF 01:00PM ET,18.795,BUF,QB,,,,,
WR,Sammy Watkins,6200,IND@LAR 04:05PM ET,10.75,LAR,WR,,,,,
TE,Greg Olsen,6200,CAR@SF 04:25PM ET,13.331,CAR,TE,,,,,
QB,Matthew Stafford,6100,ARI@DET 01:00PM ET,18.44,DET,QB,,,,,
WR,Terrelle Pryor Sr.,6100,PHI@WAS 01:00PM ET,13.903,WAS,WR,,,,,
RB,Darren McFadden,6100,NYG@DAL 08:30PM ET,3.35,DAL,RB,,,,,
WR,Keenan Allen,6100,LAC@DEN 10:20PM ET,12.3,LAC,WR,,,,,
WR,Martavis Bryant,6000,PIT@CLE 01:00PM ET,0,PIT,WR,,,,,
QB,Carson Palmer,6000,ARI@DET 01:00PM ET,18.608,ARI,QB,,,,,
WR,Michael Crabtree,6000,OAK@TEN 01:00PM ET,14.918,OAK,WR,,,,,
RB,Todd Gurley,6000,IND@LAR 04:05PM ET,12.45,LAR,RB,,,,,
WR,Stefon Diggs,6000,NO@MIN 07:10PM ET,15.562,MIN,WR,,,,,
WR,Larry Fitzgerald,5900,ARI@DET 01:00PM ET,15.488,ARI,WR,,,,,
WR,DeAndre Hopkins,5900,JAX@HOU 01:00PM ET,12.978,HOU,WR,,,,,
TE,Jordan Reed,5900,PHI@WAS 01:00PM ET,13.046,WAS,TE,,,,,
WR,Kelvin Benjamin,5900,CAR@SF 04:25PM ET,12.569,CAR,WR,,,,,
QB,Sam Bradford,5900,NO@MIN 07:10PM ET,15.859,MIN,QB,,,,,
RB,Dalvin Cook,5900,NO@MIN 07:10PM ET,0,MIN,RB,,,,,
RB,Kareem Hunt,5800,KC@NE 08:30PM ET,0,KC,RB,,,,,
QB,Jimmy Garoppolo,5800,KC@NE 08:30PM ET,6.163,NE,QB,,,,,
WR,Alshon Jeffery,5800,PHI@WAS 01:00PM ET,12.425,PHI,WR,,,,,
RB,Ty Montgomery,5800,SEA@GB 04:25PM ET,10.183,GB,RB,,,,,
QB,Philip Rivers,5800,LAC@DEN 10:20PM ET,18.934,LAC,QB,,,,,
WR,Tyreek Hill,5700,KC@NE 08:30PM ET,13.324,KC,WR,,,,,
QB,Andy Dalton,5700,BAL@CIN 01:00PM ET,17.728,CIN,QB,,,,,
RB,Leonard Fournette,5700,JAX@HOU 01:00PM ET,0,JAX,RB,,,,,
TE,Travis Kelce,5600,KC@NE 08:30PM ET,14.924,KC,TE,,,,,
WR,Jamison Crowder,5600,PHI@WAS 01:00PM ET,12.969,WAS,WR,,,,,
QB,Eli Manning,5600,NYG@DAL 08:30PM ET,15.955,NYG,QB,,,,,
QB,Joe Flacco,5500,BAL@CIN 01:00PM ET,17.03,BAL,QB,,,,,
RB,Joe Mixon,5500,BAL@CIN 01:00PM ET,0,CIN,RB,,,,,
RB,Derrick Henry,5500,OAK@TEN 01:00PM ET,6.606,TEN,RB,,,,,
QB,Derek Anderson,5500,CAR@SF 04:25PM ET,4.504,CAR,QB,,,,,
QB,Alex Smith,5400,KC@NE 08:30PM ET,15.66,KC,QB,,,,,
RB,Tevin Coleman,5400,ATL@CHI 01:00PM ET,15.093,ATL,RB,,,,,
QB,Jay Cutler,5400,Postponed,10.752,MIA,QB,,,,,
WR,Jarvis Landry,5400,Postponed,15.853,MIA,WR,,,,,
RB,Christian McCaffrey,5400,CAR@SF 04:25PM ET,0,CAR,RB,,,,,
RB,Isaiah Crowell,5300,PIT@CLE 01:00PM ET,13.694,CLE,RB,,,,,
WR,DeVante Parker,5300,Postponed,10.619,MIA,WR,,,,,
RB,Marshawn Lynch,5300,OAK@TEN 01:00PM ET,0,OAK,RB,,,,,
QB,Carson Wentz,5300,PHI@WAS 01:00PM ET,15.186,PHI,QB,,,,,
WR,Randall Cobb,5300,SEA@GB 04:25PM ET,13.519,GB,WR,,,,,
WR,Pierre Garcon,5300,CAR@SF 04:25PM ET,12.756,SF,WR,,,,,
RB,Danny Woodhead,5200,BAL@CIN 01:00PM ET,13.55,BAL,RB,,,,,
WR,Allen Robinson,5200,JAX@HOU 01:00PM ET,12.831,JAX,WR,,,,,
QB,Colt McCoy,5200,PHI@WAS 01:00PM ET,0,WAS,QB,,,,,
WR,Davante Adams,5200,SEA@GB 04:25PM ET,16.442,GB,WR,,,,,
WR,Emmanuel Sanders,5200,LAC@DEN 10:20PM ET,13.85,DEN,WR,,,,,
RB,Lamar Miller,5100,JAX@HOU 01:00PM ET,14.394,HOU,RB,,,,,
TE,Jimmy Graham,5100,SEA@GB 04:25PM ET,12.122,SEA,TE,,,,,
QB,Brian Hoyer,5100,CAR@SF 04:25PM ET,15.433,SF,QB,,,,,
WR,Brandon Marshall,5100,NYG@DAL 08:30PM ET,10.787,NYG,WR,,,,,
WR,Cameron Meredith,5000,ATL@CHI 01:00PM ET,13.82,CHI,WR,,,,,
WR,Jeremy Maclin,5000,BAL@CIN 01:00PM ET,8.792,BAL,WR,,,,,
QB,Ryan Tannehill,5000,Postponed,16.246,MIA,QB,,,,,
WR,Eric Decker,5000,OAK@TEN 01:00PM ET,14.467,TEN,WR,,,,,
WR,Donte Moncrief,5000,IND@LAR 04:05PM ET,11.4,IND,WR,,,,,
RB,Eddie Lacy,5000,SEA@GB 04:25PM ET,9.16,SEA,RB,,,,,
RB,Jonathan Stewart,5000,CAR@SF 04:25PM ET,11.646,CAR,RB,,,,,
QB,Trevor Siemian,5000,LAC@DEN 10:20PM ET,15.196,DEN,QB,,,,,
RB,Bilal Powell,4900,NYJ@BUF 01:00PM ET,12.75,NYJ,RB,,,,,
QB,Mike Glennon,4900,ATL@CHI 01:00PM ET,4.5,CHI,QB,,,,,
QB,Matt Moore,4900,Postponed,10.071,MIA,QB,,,,,
WR,DeSean Jackson,4900,Postponed,12.219,TB,WR,,,,,
RB,Jacquizz Rodgers,4900,Postponed,9.68,TB,RB,,,,,
WR,Willie Snead,4900,NO@MIN 07:10PM ET,12.967,NO,WR,,,,,
WR,Tyrell Williams,4900,LAC@DEN 10:20PM ET,14.119,LAC,WR,,,,,
RB,Mike Gillislee,4800,KC@NE 08:30PM ET,8.38,NE,RB,,,,,
WR,Chris Hogan,4800,KC@NE 08:30PM ET,11.259,NE,WR,,,,,
RB,Matt Forte,4800,NYJ@BUF 01:00PM ET,13.614,NYJ,RB,,,,,
WR,Kenny Britt,4800,PIT@CLE 01:00PM ET,13.547,CLE,WR,,,,,
QB,Cody Kessler,4800,PIT@CLE 01:00PM ET,9.222,CLE,QB,,,,,
QB,DeShone Kizer,4800,PIT@CLE 01:00PM ET,0,CLE,QB,,,,,
WR,John Brown,4800,ARI@DET 01:00PM ET,7.113,ARI,WR,,,,,
QB,Tom Savage,4800,JAX@HOU 01:00PM ET,6.213,HOU,QB,,,,,
QB,Blake Bortles,4800,JAX@HOU 01:00PM ET,19.256,JAX,QB,,,,,
QB,Deshaun Watson,4800,JAX@HOU 01:00PM ET,0,HOU,QB,,,,,
QB,Ryan Fitzpatrick,4800,Postponed,11.029,TB,QB,,,,,
RB,Doug Martin,4800,Postponed,10.813,TB,RB,,,,,
QB,Jared Goff,4800,IND@LAR 04:05PM ET,7.77,LAR,QB,,,,,
RB,Thomas Rawls,4800,SEA@GB 04:25PM ET,9.827,SEA,RB,,,,,
QB,Geno Smith,4800,NYG@DAL 08:30PM ET,4.47,NYG,QB,,,,,
WR,Adam Thielen,4800,NO@MIN 07:10PM ET,12.825,MIN,WR,,,,,
RB,Mark Ingram,4800,NO@MIN 07:10PM ET,15.825,NO,RB,,,,,
QB,Patrick Mahomes II,4700,KC@NE 08:30PM ET,0,KC,QB,,,,,
QB,AJ McCarron,4700,BAL@CIN 01:00PM ET,0,CIN,QB,,,,,
RB,Terrance West,4700,BAL@CIN 01:00PM ET,10.875,BAL,RB,,,,,
QB,Landry Jones,4700,PIT@CLE 01:00PM ET,4.49,PIT,QB,,,,,
RB,Theo Riddick,4700,ARI@DET 01:00PM ET,16.18,DET,RB,,,,,
QB,Brett Hundley,4700,SEA@GB 04:25PM ET,0.176,GB,QB,,,,,
QB,Colin Kaepernick,4700,CAR@SF 04:25PM ET,17.787,SF,QB,,,,,
WR,Cole Beasley,4700,NYG@DAL 08:30PM ET,11.618,DAL,WR,,,,,
QB,Case Keenum,4700,NO@MIN 07:10PM ET,10.512,MIN,QB,,,,,
TE,Kyle Rudolph,4700,NO@MIN 07:10PM ET,13.25,MIN,TE,,,,,
QB,Josh McCown,4600,NYJ@BUF 01:00PM ET,13.62,NYJ,QB,,,,,
QB,Mitchell Trubisky,4600,ATL@CHI 01:00PM ET,0,CHI,QB,,,,,
TE,Tyler Eifert,4600,BAL@CIN 01:00PM ET,12.675,CIN,TE,,,,,
RB,Duke Johnson Jr.,4600,PIT@CLE 01:00PM ET,9.075,CLE,RB,,,,,
QB,Nick Foles,4600,PHI@WAS 01:00PM ET,9.333,PHI,QB,,,,,
RB,Carlos Hyde,4600,CAR@SF 04:25PM ET,15.469,SF,RB,,,,,
QB,Chase Daniel,4600,NO@MIN 07:10PM ET,0.32,NO,QB,,,,,
QB,Paxton Lynch,4600,LAC@DEN 10:20PM ET,9.793,DEN,QB,,,,,
RB,C.J. Anderson,4600,LAC@DEN 10:20PM ET,15.071,DEN,RB,,,,,
QB,Matt Schaub,4500,ATL@CHI 01:00PM ET,0.088,ATL,QB,,,,,
WR,Mike Wallace,4500,BAL@CIN 01:00PM ET,13.05,BAL,WR,,,,,
QB,Ryan Mallett,4500,BAL@CIN 01:00PM ET,-0.14,BAL,QB,,,,,
RB,Giovani Bernard,4500,BAL@CIN 01:00PM ET,12.63,CIN,RB,,,,,
RB,James Conner,4500,PIT@CLE 01:00PM ET,0,PIT,RB,,,,,
QB,Blaine Gabbert,4500,ARI@DET 01:00PM ET,13.283,ARI,QB,,,,,
QB,Matt Cassel,4500,OAK@TEN 01:00PM ET,3.532,TEN,QB,,,,,
QB,Connor Cook,4500,OAK@TEN 01:00PM ET,3.86,OAK,QB,,,,,
RB,LeGarrette Blount,4500,PHI@WAS 01:00PM ET,14.528,PHI,RB,,,,,
QB,Scott Tolzien,4500,IND@LAR 04:05PM ET,2.735,IND,QB,,,,,
QB,Trevone Boykin,4500,SEA@GB 04:25PM ET,1.483,SEA,QB,,,,,
RB,Adrian Peterson,4500,NO@MIN 07:10PM ET,3.333,NO,RB,,,,,
QB,Brock Osweiler,4500,LAC@DEN 10:20PM ET,12.64,DEN,QB,,,,,
RB,Rex Burkhead,4400,KC@NE 08:30PM ET,4.994,NE,RB,,,,,
WR,Jordan Matthews,4400,NYJ@BUF 01:00PM ET,12.457,BUF,WR,,,,,
QB,Christian Hackenberg,4400,NYJ@BUF 01:00PM ET,0,NYJ,QB,,,,,
RB,Jeremy Hill,4400,BAL@CIN 01:00PM ET,12.153,CIN,RB,,,,,
WR,Corey Coleman,4400,PIT@CLE 01:00PM ET,9.63,CLE,WR,,,,,
WR,Tyler Lockett,4400,SEA@GB 04:25PM ET,8.473,SEA,WR,,,,,
QB,Kellen Moore,4400,NYG@DAL 08:30PM ET,0,DAL,QB,,,,,
RB,Alfred Morris,4400,NYG@DAL 08:30PM ET,2.886,DAL,RB,,,,,
QB,Cardale Jones,4400,LAC@DEN 10:20PM ET,2.74,LAC,QB,,,,,
WR,Danny Amendola,4300,KC@NE 08:30PM ET,5.357,NE,WR,,,,,
QB,Mark Sanchez,4300,ATL@CHI 01:00PM ET,0.507,CHI,QB,,,,,
RB,Ameer Abdullah,4300,ARI@DET 01:00PM ET,13.4,DET,RB,,,,,
QB,Chad Henne,4300,JAX@HOU 01:00PM ET,-0.2,JAX,QB,,,,,
TE,Delanie Walker,4300,OAK@TEN 01:00PM ET,12.74,TEN,TE,,,,,
RB,Rob Kelley,4300,PHI@WAS 01:00PM ET,9.04,WAS,RB,,,,,
RB,Frank Gore,4300,IND@LAR 04:05PM ET,13.825,IND,RB,,,,,
QB,Sean Mannion,4300,IND@LAR 04:05PM ET,-0.113,LAR,QB,,,,,
WR,Devin Funchess,4300,CAR@SF 04:25PM ET,5.74,CAR,WR,,,,,
RB,Paul Perkins,4300,NYG@DAL 08:30PM ET,5.9,NYG,RB,,,,,
QB,T.J. Yates,4200,NYJ@BUF 01:00PM ET,0,BUF,QB,,,,,
WR,Mohamed Sanu,4200,ATL@CHI 01:00PM ET,10.061,ATL,WR,,,,,
WR,Kevin White,4200,ATL@CHI 01:00PM ET,9.65,CHI,WR,,,,,
RB,Alfred Blue,4200,JAX@HOU 01:00PM ET,3.975,HOU,RB,,,,,
WR,Rishard Matthews,4200,OAK@TEN 01:00PM ET,13.844,TEN,WR,,,,,
RB,Samaje Perine,4200,PHI@WAS 01:00PM ET,0,WAS,RB,,,,,
RB,Latavius Murray,4200,NO@MIN 07:10PM ET,15.153,MIN,RB,,,,,
WR,Ted Ginn Jr.,4200,NO@MIN 07:10PM ET,10.25,NO,WR,,,,,
RB,Jamaal Charles,4200,LAC@DEN 10:20PM ET,4.467,DEN,RB,,,,,
QB,Drew Stanton,4100,ARI@DET 01:00PM ET,2.476,ARI,QB,,,,,
WR,Marvin Jones Jr.,4100,ARI@DET 01:00PM ET,11.9,DET,WR,,,,,
RB,D'Onta Foreman,4100,JAX@HOU 01:00PM ET,0,HOU,RB,,,,,
RB,Kenyan Drake,4100,Postponed,2.912,MIA,RB,,,,,
RB,DeAndre Washington,4100,OAK@TEN 01:00PM ET,5.488,OAK,RB,,,,,
TE,Martellus Bennett,4100,SEA@GB 04:25PM ET,10.372,GB,TE,,,,,
RB,C.J. Prosise,4100,SEA@GB 04:25PM ET,10.167,SEA,RB,,,,,
RB,Tim Hightower,4100,CAR@SF 04:25PM ET,8.113,SF,RB,,,,,
WR,Sterling Shepard,4100,NYG@DAL 08:30PM ET,11.629,NYG,WR,,,,,
QB,Tyler Bray,4000,KC@NE 08:30PM ET,0,KC,QB,,,,,
QB,Joel Stave,4000,KC@NE 08:30PM ET,0,KC,QB,,,,,
RB,Charcandrick West,4000,KC@NE 08:30PM ET,6.025,KC,RB,,,,,
QB,Joe Webb,4000,NYJ@BUF 01:00PM ET,0.093,BUF,QB,,,,,
QB,Bryce Petty,4000,NYJ@BUF 01:00PM ET,6.71,NYJ,QB,,,,,
QB,Nathan Peterman,4000,NYJ@BUF 01:00PM ET,0,BUF,QB,,,,,
QB,Keith Wenning,4000,NYJ@BUF 01:00PM ET,0,BUF,QB,,,,,
QB,Matt Simms,4000,ATL@CHI 01:00PM ET,0,ATL,QB,,,,,
QB,Connor Shaw,4000,ATL@CHI 01:00PM ET,0,CHI,QB,,,,,
WR,Taylor Gabriel,4000,ATL@CHI 01:00PM ET,10.367,ATL,WR,,,,,
QB,Alek Torgersen,4000,ATL@CHI 01:00PM ET,0,ATL,QB,,,,,
QB,Jeff Driskel,4000,BAL@CIN 01:00PM ET,0,CIN,QB,,,,,
QB,Dustin Vaughan,4000,BAL@CIN 01:00PM ET,0,BAL,QB,,,,,
QB,Thad Lewis,4000,BAL@CIN 01:00PM ET,0,BAL,QB,,,,,
QB,Robert Griffin III,4000,PIT@CLE 01:00PM ET,14.088,CLE,QB,,,,,
WR,Josh Gordon,4000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
RB,Fitzgerald Toussaint,4000,PIT@CLE 01:00PM ET,0.672,PIT,RB,,,,,
WR,Justin Hunter,4000,PIT@CLE 01:00PM ET,4.069,PIT,WR,,,,,
QB,Kevin Hogan,4000,PIT@CLE 01:00PM ET,5.415,CLE,QB,,,,,
QB,Josh Woodrum,4000,PIT@CLE 01:00PM ET,0,CLE,QB,,,,,
QB,Bart Houston,4000,PIT@CLE 01:00PM ET,0,PIT,QB,,,,,
QB,Joshua Dobbs,4000,PIT@CLE 01:00PM ET,0,PIT,QB,,,,,
QB,Jake Rudock,4000,ARI@DET 01:00PM ET,0,DET,QB,,,,,
QB,Trevor Knight,4000,ARI@DET 01:00PM ET,0,ARI,QB,,,,,
QB,Brandon Weeden,4000,JAX@HOU 01:00PM ET,0,HOU,QB,,,,,
QB,Ryan Griffin,4000,Postponed,0,TB,QB,,,,,
QB,David Fales,4000,Postponed,0.44,MIA,QB,,,,,
QB,Brandon Doughty,4000,Postponed,0,MIA,QB,,,,,
QB,Sefo Liufau,4000,Postponed,0,TB,QB,,,,,
QB,EJ Manuel,4000,OAK@TEN 01:00PM ET,1.206,OAK,QB,,,,,
QB,Alex Tanney,4000,OAK@TEN 01:00PM ET,0,TEN,QB,,,,,
QB,Tyler Ferguson,4000,OAK@TEN 01:00PM ET,0,TEN,QB,,,,,
WR,Corey Davis,4000,OAK@TEN 01:00PM ET,0,TEN,WR,,,,,
QB,Matt McGloin,4000,PHI@WAS 01:00PM ET,0.425,PHI,QB,,,,,
QB,Dane Evans,4000,PHI@WAS 01:00PM ET,0,PHI,QB,,,,,
QB,Nate Sudfeld,4000,PHI@WAS 01:00PM ET,0,WAS,QB,,,,,
QB,Jacoby Brissett,4000,IND@LAR 04:05PM ET,9.767,IND,QB,,,,,
QB,Dan Orlovsky,4000,IND@LAR 04:05PM ET,0,LAR,QB,,,,,
RB,Robert Turbin,4000,IND@LAR 04:05PM ET,7.22,IND,RB,,,,,
QB,Stephen Morris,4000,IND@LAR 04:05PM ET,0,IND,QB,,,,,
WR,Robert Woods,4000,IND@LAR 04:05PM ET,9.377,LAR,WR,,,,,
QB,Brandon Allen,4000,IND@LAR 04:05PM ET,0,LAR,QB,,,,,
QB,Phillip Walker,4000,IND@LAR 04:05PM ET,0,IND,QB,,,,,
QB,Austin Davis,4000,SEA@GB 04:25PM ET,0,SEA,QB,,,,,
QB,Joe Callahan,4000,SEA@GB 04:25PM ET,0,GB,QB,,,,,
QB,Matt Barkley,4000,CAR@SF 04:25PM ET,13.834,SF,QB,,,,,
QB,Garrett Gilbert,4000,CAR@SF 04:25PM ET,0,CAR,QB,,,,,
QB,C.J. Beathard,4000,CAR@SF 04:25PM ET,0,SF,QB,,,,,
QB,Nick Mullens,4000,CAR@SF 04:25PM ET,0,SF,QB,,,,,
QB,Brad Kaaya,4000,CAR@SF 04:25PM ET,0,CAR,QB,,,,,
RB,Joe Williams,4000,CAR@SF 04:25PM ET,0,SF,RB,,,,,
QB,Luke McCown,4000,NYG@DAL 08:30PM ET,0,DAL,QB,,,,,
QB,Josh Johnson,4000,NYG@DAL 08:30PM ET,0,NYG,QB,,,,,
QB,Cooper Rush,4000,NYG@DAL 08:30PM ET,0,DAL,QB,,,,,
QB,Davis Webb,4000,NYG@DAL 08:30PM ET,0,NYG,QB,,,,,
QB,Mitch Leidner,4000,NO@MIN 07:10PM ET,0,MIN,QB,,,,,
QB,Taylor Heinicke,4000,NO@MIN 07:10PM ET,0,MIN,QB,,,,,
QB,Teddy Bridgewater,4000,NO@MIN 07:10PM ET,0,MIN,QB,,,,,
QB,Ryan Nassib,4000,NO@MIN 07:10PM ET,0,NO,QB,,,,,
QB,Garrett Grayson,4000,NO@MIN 07:10PM ET,0,NO,QB,,,,,
QB,Taysom Hill,4000,NO@MIN 07:10PM ET,0,NO,QB,,,,,
QB,Chad Kelly,4000,LAC@DEN 10:20PM ET,0,DEN,QB,,,,,
QB,Kyle Sloter,4000,LAC@DEN 10:20PM ET,0,DEN,QB,,,,,
QB,Kellen Clemens,4000,LAC@DEN 10:20PM ET,-0.008,LAC,QB,,,,,
QB,Mike Bercovici,4000,LAC@DEN 10:20PM ET,0,LAC,QB,,,,,
RB,Branden Oliver,4000,LAC@DEN 10:20PM ET,0,LAC,RB,,,,,
RB,James White,3900,KC@NE 08:30PM ET,9.689,NE,RB,,,,,
DST,Bills ,3900,NYJ@BUF 01:00PM ET,6.5,BUF,DST,,,,,
RB,Jonathan Williams,3900,NYJ@BUF 01:00PM ET,1.309,BUF,RB,,,,,
RB,Jeremy Langford,3900,ATL@CHI 01:00PM ET,6.267,CHI,RB,,,,,
WR,Eli Rogers,3900,PIT@CLE 01:00PM ET,9.513,PIT,WR,,,,,
RB,Chris Johnson,3900,ARI@DET 01:00PM ET,3.875,ARI,RB,,,,,
WR,Braxton Miller,3900,JAX@HOU 01:00PM ET,3.09,HOU,WR,,,,,
RB,T.J. Yeldon,3900,JAX@HOU 01:00PM ET,9.247,JAX,RB,,,,,
RB,Charles Sims,3900,Postponed,9.843,TB,RB,,,,,
RB,Jalen Richard,3900,OAK@TEN 01:00PM ET,6.976,OAK,RB,,,,,
RB,Darren Sproles,3900,PHI@WAS 01:00PM ET,11.033,PHI,RB,,,,,
RB,Malcolm Brown,3900,IND@LAR 04:05PM ET,0.656,LAR,RB,,,,,
RB,Jamaal Williams,3900,SEA@GB 04:25PM ET,0,GB,RB,,,,,
TE,Jason Witten,3900,NYG@DAL 08:30PM ET,10.247,DAL,TE,,,,,
RB,Rod Smith,3900,NYG@DAL 08:30PM ET,0.2,DAL,RB,,,,,
RB,Dion Lewis,3800,KC@NE 08:30PM ET,9.333,NE,RB,,,,,
WR,Jeremy Kerley,3800,NYJ@BUF 01:00PM ET,9.419,NYJ,WR,,,,,
WR,Robby Anderson,3800,NYJ@BUF 01:00PM ET,7.244,NYJ,WR,,,,,
WR,Sammie Coates,3800,PIT@CLE 01:00PM ET,5.076,CLE,WR,,,,,
RB,Kerwynn Williams,3800,ARI@DET 01:00PM ET,2.93,ARI,RB,,,,,
RB,Zach Zenner,3800,ARI@DET 01:00PM ET,7.253,DET,RB,,,,,
DST,Texans ,3800,JAX@HOU 01:00PM ET,6.222,HOU,DST,,,,,
WR,Marqise Lee,3800,JAX@HOU 01:00PM ET,11.588,JAX,WR,,,,,
WR,Will Fuller V,3800,JAX@HOU 01:00PM ET,9.156,HOU,WR,,,,,
WR,Kenny Stills,3800,Postponed,10.871,MIA,WR,,,,,
RB,Damien Williams,3800,Postponed,6.45,MIA,RB,,,,,
WR,Nelson Agholor,3800,PHI@WAS 01:00PM ET,5.86,PHI,WR,,,,,
RB,Wendell Smallwood,3800,PHI@WAS 01:00PM ET,4.131,PHI,RB,,,,,
WR,Tavon Austin,3800,IND@LAR 04:05PM ET,9.853,LAR,WR,,,,,
RB,Shane Vereen,3800,NYG@DAL 08:30PM ET,8.04,NYG,RB,,,,,
WR,Terrance Williams,3800,NYG@DAL 08:30PM ET,8.071,DAL,WR,,,,,
WR,Malcolm Mitchell,3700,KC@NE 08:30PM ET,6.507,NE,WR,,,,,
WR,ArDarius Stewart,3700,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
WR,Brandon LaFell,3700,BAL@CIN 01:00PM ET,11.813,CIN,WR,,,,,
WR,J.J. Nelson,3700,ARI@DET 01:00PM ET,9.54,ARI,WR,,,,,
DST,Jaguars ,3700,JAX@HOU 01:00PM ET,4.5,JAX,DST,,,,,
RB,Jeremy McNichols,3700,Postponed,0,TB,RB,,,,,
WR,Torrey Smith,3700,PHI@WAS 01:00PM ET,5.392,PHI,WR,,,,,
RB,Chris Thompson,3700,PHI@WAS 01:00PM ET,9.281,WAS,RB,,,,,
TE,Jack Doyle,3700,IND@LAR 04:05PM ET,9.15,IND,TE,,,,,
WR,Cooper Kupp,3700,IND@LAR 04:05PM ET,0,LAR,WR,,,,,
WR,Paul Richardson,3700,SEA@GB 04:25PM ET,4.847,SEA,WR,,,,,
RB,Aaron Jones,3700,SEA@GB 04:25PM ET,0,GB,RB,,,,,
RB,Fozzy Whittaker,3700,CAR@SF 04:25PM ET,4.756,CAR,RB,,,,,
WR,Mike Williams,3700,LAC@DEN 10:20PM ET,0,LAC,WR,,,,,
RB,Benny Cunningham,3600,ATL@CHI 01:00PM ET,2.933,CHI,RB,,,,,
WR,Tyler Boyd,3600,BAL@CIN 01:00PM ET,7.819,CIN,WR,,,,,
DST,Steelers ,3600,PIT@CLE 01:00PM ET,6.579,PIT,DST,,,,,
WR,JuJu Smith-Schuster,3600,PIT@CLE 01:00PM ET,0,PIT,WR,,,,,
TE,Eric Ebron,3600,ARI@DET 01:00PM ET,10.607,DET,TE,,,,,
WR,Kenny Golladay,3600,ARI@DET 01:00PM ET,0,DET,WR,,,,,
RB,Chris Ivory,3600,JAX@HOU 01:00PM ET,9.136,JAX,RB,,,,,
WR,Adam Humphries,3600,Postponed,9.067,TB,WR,,,,,
WR,Taywan Taylor,3600,OAK@TEN 01:00PM ET,0,TEN,WR,,,,,
WR,Jeff Janis,3600,SEA@GB 04:25PM ET,1.9,GB,WR,,,,,
