player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
J.J. Nelson,WR,10.18,2.1,5.98,14.38,9.95,10.46
Kelvin Benjamin,WR,9.87,1.41,7.05,12.7,9.76,9.92
Jeremy Maclin,WR,9.78,1.75,6.28,13.28,9.6,10.01
Jamison Crowder,WR,9.72,2.43,4.86,14.58,9.35,10.24
Ted Ginn,WR,9.71,1.85,6.0,13.42,9.51,9.76
Kenny Stills,WR,9.61,1.55,6.51,12.71,9.48,9.73
Marvin Jones,WR,9.48,1.64,6.19,12.77,9.33,9.43
Randall Cobb,WR,9.38,4.07,1.24,17.51,10.82,11.19
Jordan Matthews,WR,9.21,1.54,6.14,12.29,9.06,9.68
Cole Beasley,WR,9.1,1.79,5.52,12.67,8.87,9.56
Paul Richardson,WR,9.09,1.72,5.65,12.53,8.93,9.05
Allen Hurns,WR,8.93,3.99,0.95,16.91,10.25,10.65
Jermaine Kearse,WR,8.88,1.97,4.94,12.81,8.64,9.25
Taylor Gabriel,WR,8.87,0.8,7.28,10.46,8.83,8.66
Brandon LaFell,WR,8.79,2.14,4.51,13.08,8.53,8.46
Robert Woods,WR,8.79,1.49,5.82,11.76,8.67,8.34
Eric Decker,WR,8.43,2.5,3.44,13.43,8.03,8.33
Terrance Williams,WR,8.43,1.44,5.55,11.3,8.31,7.69
Martavis Bryant,WR,8.41,3.53,1.35,15.48,9.78,9.65
Brandon Marshall,WR,8.38,2.14,4.1,12.66,8.1,8.32
Robby Anderson,WR,8.34,1.4,5.54,11.15,8.21,9.25
Kenny Britt,WR,8.34,1.45,5.44,11.23,8.22,8.2
Mike Wallace,WR,8.32,2.06,4.2,12.44,8.03,8.33
Kenny Golladay,WR,8.26,2.56,3.13,13.39,7.78,9.73
Cooper Kupp,WR,8.01,1.67,4.67,11.34,7.81,8.81
Kendall Wright,WR,8.0,1.93,4.13,11.86,7.69,8.56
Nelson Agholor,WR,7.73,1.91,3.92,11.55,7.43,8.04
Devin Funchess,WR,7.68,3.31,1.06,14.29,8.88,9.03
Torrey Smith,WR,7.67,1.57,4.53,10.8,7.47,8.12
Travis Benjamin,WR,7.56,1.61,4.35,10.78,7.38,7.68
Tyler Lockett,WR,7.51,3.73,0.05,14.98,8.48,8.44
Marquise Goodwin,WR,7.45,2.17,3.11,11.78,7.15,6.64
John Brown,WR,7.16,2.45,2.25,12.06,6.68,6.44
Danny Amendola,WR,6.92,3.34,0.24,13.61,7.82,8.49
Donte Moncrief,WR,6.91,2.94,1.02,12.8,8.0,7.99
Rashard Higgins,WR,6.82,2.32,2.19,11.45,6.43,6.35
Eli Rogers,WR,6.79,2.17,2.46,11.12,6.48,6.24
Zay Jones,WR,6.71,1.82,3.07,10.35,6.42,7.74
Chris Conley,WR,6.54,2.0,2.53,10.54,6.23,6.75
Markus Wheaton,WR,6.53,2.18,2.16,10.89,6.22,5.22
Deonte Thompson,WR,6.48,1.16,4.16,8.8,6.37,6.8
Jeremy Kerley,WR,6.39,0.65,5.09,7.7,6.36,6.34
Adam Humphries,WR,6.24,1.23,3.79,8.7,6.11,6.45
Geronimo Allison,WR,5.89,2.73,0.43,11.34,4.8,6.81
Albert Wilson,WR,5.79,1.47,2.85,8.72,5.59,5.8
Jaron Brown,WR,5.6,2.72,0.15,11.05,6.3,7.09
Brandon Coleman,WR,5.47,3.12,-0.77,11.71,4.58,4.84
Tyler Boyd,WR,5.3,1.87,1.55,9.05,4.99,5.1
Taywan Taylor,WR,5.26,2.35,0.55,9.97,4.79,4.69
Breshad Perriman,WR,5.16,1.5,2.17,8.15,4.94,5.18
Trent Taylor,WR,5.16,1.41,2.34,7.98,4.96,5.18
Tavon Austin,WR,5.15,2.5,0.15,10.15,4.72,4.11
Bennie Fowler,WR,5.14,2.51,0.12,10.17,3.47,5.79
Russell Shepard,WR,5.13,0.65,3.84,6.43,5.09,5.18
Andre Holmes,WR,4.95,0.93,3.09,6.8,4.85,5.37
Ricardo Louis,WR,4.9,2.44,0.01,9.78,3.5,5.08
Curtis Samuel,WR,4.76,2.29,0.18,9.33,3.96,5.07
Will Fuller,WR,4.69,2.61,-0.53,9.9,5.7,6.08
JuJu Smith-Schuster,WR,4.64,1.7,1.23,8.04,4.35,4.56
Seth Roberts,WR,4.57,0.83,2.91,6.24,4.49,5.07
Bruce Ellington,WR,4.51,2.73,-0.96,9.97,2.91,4.69
Laquon Treadwell,WR,4.38,1.2,1.98,6.79,4.24,4.12
Chris Godwin,WR,4.19,1.98,0.24,8.15,3.76,3.58
Josh Bellamy,WR,4.15,2.23,-0.31,8.61,3.72,3.2
Corey Davis,WR,4.09,4.11,-4.12,12.3,8.16,3.84
Ryan Grant,WR,4.06,1.96,0.14,7.98,3.11,4.84
Brice Butler,WR,3.88,1.17,1.55,6.22,3.7,3.47
Josh Doctson,WR,3.87,2.13,-0.39,8.13,4.43,4.34
Cordarrelle Patterson,WR,3.66,0.33,3.0,4.33,3.65,3.7
ArDarius Stewart,WR,3.52,1.49,0.53,6.5,3.24,3.25
Dontrelle Inman,WR,3.49,2.62,-1.75,8.74,2.67,2.61
Braxton Miller,WR,3.46,1.96,-0.46,7.38,3.81,3.77
Jarius Wright,WR,3.37,1.01,1.35,5.39,3.19,3.59
Chester Rogers,WR,3.33,2.0,-0.67,7.34,3.38,3.62
Sammie Coates,WR,3.11,1.21,0.69,5.54,2.79,3.02
Kamar Aiken,WR,3.06,1.9,-0.74,6.87,3.38,2.82
T.J. Jones,WR,2.85,1.07,0.71,4.98,2.65,2.68
Phillip Dorsett,WR,2.8,3.0,-3.2,8.8,1.86,1.69
John Ross,WR,2.74,2.31,-1.89,7.37,2.13,3.06
Roger Lewis,WR,2.72,1.48,-0.25,5.69,2.32,2.57
Cody Core,WR,2.41,2.26,-2.12,6.94,1.77,1.64
Darrius Heyward-Bey,WR,2.29,2.98,-3.67,8.25,1.09,0.73
Aldrick Robinson,WR,2.16,1.28,-0.39,4.71,2.43,2.31
Pharoh Cooper,WR,1.95,2.07,-2.18,6.08,1.26,1.1
Tommylee Lewis,WR,1.91,1.86,-1.81,5.63,1.64,1.15
Arrelious Benn,WR,1.72,1.73,-1.75,5.19,0.99,1.11
Alex Erickson,WR,1.72,1.3,-0.89,4.32,1.33,1.53
Michael Campanaro,WR,1.71,1.18,-0.64,4.07,2.33,2.05
Justin Hardy,WR,1.67,0.59,0.49,2.85,1.56,1.66
Mack Hollins,WR,1.62,0.98,-0.34,3.59,1.39,1.36
Brian Quick,WR,1.45,0.66,0.13,2.76,1.32,1.26
Jordan Taylor,WR,1.42,1.52,-1.62,4.46,0.79,0.74
Brittan Golden,WR,1.28,0.89,-0.5,3.07,1.07,0.98
Tanner McEvoy,WR,1.09,0.59,-0.1,2.28,1.17,1.23
Amara Darboh,WR,1.09,0.55,-0.02,2.19,0.97,0.81
Jeff Janis,WR,1.08,1.1,-1.12,3.29,0.89,0.61
Chad Williams,WR,1.01,0.59,-0.16,2.19,0.82,1.0
Quan Bray,WR,0.98,1.18,-1.37,3.33,1.02,0.7
Justin Hunter,WR,0.97,0.7,-0.42,2.37,0.98,1.42
Brandon Tate,WR,0.89,0.89,-0.89,2.68,0.79,0.67
Harry Douglas,WR,0.85,1.46,-2.08,3.77,3.38,0.0
Chad Hansen,WR,0.84,0.61,-0.39,2.07,0.64,0.48
Cody Latimer,WR,0.8,0.45,-0.09,1.7,0.43,0.8
Mike Williams,WR,0.78,0.97,-1.17,2.73,1.95,0.0
Kaelin Clay,WR,0.74,0.45,-0.15,1.63,0.87,0.92
Isaiah McKenzie,WR,0.73,0.47,-0.2,1.67,0.86,0.67
Josh Malone,WR,0.7,0.49,-0.27,1.67,0.89,0.71
Jehu Chesson,WR,0.67,0.28,0.11,1.23,0.6,0.65
Leonte Carroo,WR,0.65,0.35,-0.04,1.34,0.55,0.66
Ryan Switzer,WR,0.64,0.45,-0.26,1.55,0.43,0.57
DeAnthony Thomas,WR,0.61,0.43,-0.24,1.46,0.62,0.46
Josh Reynolds,WR,0.61,0.21,0.19,1.02,0.56,0.63
Max McCaffrey,WR,0.59,0.41,-0.24,1.42,0.88,0.88
Austin Carr,WR,0.57,0.36,-0.15,1.29,0.74,0.7
Stacy Coley,WR,0.54,0.22,0.1,0.97,0.47,0.62
Kasen Williams,WR,0.52,0.55,-0.57,1.62,1.03,0.42
Demarcus Robinson,WR,0.51,0.41,-0.31,1.32,0.65,0.44
J.D. McKissic,WR,0.44,0.75,-1.07,1.94,1.74,0.0
Jordan Leslie,WR,0.43,0.66,-0.88,1.75,0.88,0.0
Noah Brown,WR,0.43,0.29,-0.16,1.02,0.45,0.44
Chris Matthews,WR,0.43,0.59,-0.75,1.61,0.7,0.22
Trevor Davis,WR,0.41,0.16,0.09,0.74,0.38,0.4
Eric Weems,WR,0.38,0.43,-0.48,1.24,0.19,0.27
Chris Moore,WR,0.38,0.23,-0.07,0.83,0.33,0.3
Shelton Gibson,WR,0.37,0.29,-0.21,0.96,0.42,0.42
Dwayne Harris,WR,0.37,0.29,-0.2,0.94,0.31,0.4
Nick Williams,WR,0.35,0.5,-0.65,1.35,1.06,0.0
Jakeem Grant,WR,0.3,0.27,-0.24,0.84,0.25,0.22
Rodney Adams,WR,0.29,0.28,-0.26,0.84,0.23,0.17
Marcus Johnson,WR,0.26,0.41,-0.56,1.09,0.73,0.0
Tanner Gentry,WR,0.23,0.33,-0.42,0.88,0.69,0.0
Jared Abbrederis,WR,0.23,0.28,-0.34,0.79,0.37,0.07
Vince Mayle,WR,0.15,0.19,-0.22,0.53,0.38,0.0
Johnny Holton,WR,0.15,0.19,-0.22,0.52,0.11,0.08
Tre McBride,WR,0.14,0.19,-0.25,0.52,0.41,0.0
Geremy Davis,WR,0.13,0.19,-0.24,0.51,0.4,0.0
Matt Hazel,WR,0.11,0.18,-0.26,0.47,0.42,0.0
Matt Slater,WR,0.06,0.1,-0.14,0.27,0.05,0.01
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
Rashad Greene,WR,0.0,0.0,0.0,0.0,,0.0
Kalif Raymond,WR,0.0,0.0,0.0,0.0,,0.0
Rashawn Scott,WR,0.0,0.0,0.0,0.0,,0.0
Dom Williams,WR,0.0,0.0,0.0,0.0,,0.0
Steve Johnson,WR,0.0,0.0,0.0,0.0,,0.0
