player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Michael Floyd,WR,4.51,1.41,1.7,7.33,4.22,4.68
Tyler Boyd,WR,4.5,2.14,0.23,8.78,4.09,4.28
Russell Shepard,WR,4.41,1.14,2.13,6.69,4.24,4.94
Breshad Perriman,WR,4.37,1.37,1.64,7.11,4.16,4.49
Brice Butler,WR,4.18,1.12,1.94,6.41,4.02,4.0
T.J. Jones,WR,4.1,1.34,1.42,6.78,3.8,4.5
Kamar Aiken,WR,3.96,1.18,1.6,6.33,3.8,3.52
J.D. McKissic,WR,3.75,1.76,0.23,7.28,3.31,4.29
Chris Godwin,WR,3.69,2.19,-0.69,8.06,3.18,3.34
Laquon Treadwell,WR,3.65,1.21,1.23,6.07,3.51,3.22
Cordarrelle Patterson,WR,3.57,1.09,1.4,5.75,3.37,3.88
Chester Rogers,WR,3.46,2.03,-0.61,7.52,3.58,3.76
Aldrick Robinson,WR,3.41,1.52,0.37,6.44,3.92,3.78
Dontrelle Inman,WR,3.11,2.32,-1.54,7.75,2.25,2.39
Michael Campanaro,WR,3.02,1.56,-0.1,6.13,3.24,3.21
Phillip Dorsett,WR,2.91,3.28,-3.65,9.46,1.93,1.86
ArDarius Stewart,WR,2.7,1.89,-1.09,6.49,2.15,2.04
Sammie Coates,WR,2.59,1.05,0.49,4.69,2.25,2.98
Cody Core,WR,2.45,2.5,-2.56,7.46,1.64,1.18
Kaelin Clay,WR,2.44,1.67,-0.9,5.78,2.76,2.51
Jarius Wright,WR,2.32,1.42,-0.51,5.16,1.59,3.29
Darrius Heyward-Bey,WR,2.29,2.78,-3.27,7.84,1.11,0.99
Roger Lewis,WR,2.09,1.22,-0.36,4.54,1.79,1.57
Brandon Tate,WR,2.0,1.53,-1.06,5.06,1.27,1.88
Pharoh Cooper,WR,1.87,2.1,-2.33,6.08,1.14,0.98
Jalin Marshall,WR,1.79,1.23,-0.67,4.25,2.44,1.93
Braxton Miller,WR,1.56,1.08,-0.6,3.72,1.66,1.32
Mack Hollins,WR,1.48,1.11,-0.75,3.71,1.18,1.14
Alex Erickson,WR,1.45,1.28,-1.12,4.02,1.08,0.88
Corey Brown,WR,1.42,1.4,-1.37,4.22,1.78,0.95
Arrelious Benn,WR,1.38,1.65,-1.92,4.68,1.1,0.95
Amara Darboh,WR,1.25,0.5,0.25,2.25,1.15,1.11
Justin Hunter,WR,1.11,0.71,-0.31,2.53,1.11,1.48
Brittan Golden,WR,1.06,1.01,-0.97,3.08,0.67,0.75
Harry Douglas,WR,0.85,1.46,-2.08,3.77,3.38,0.0
Jeff Janis,WR,0.84,1.06,-1.28,2.96,0.63,0.45
Chad Williams,WR,0.75,0.62,-0.49,1.98,0.69,0.52
Ryan Switzer,WR,0.74,0.42,-0.1,1.58,0.61,0.52
Eric Weems,WR,0.7,0.89,-1.07,2.47,0.27,0.27
Josh Malone,WR,0.68,0.53,-0.37,1.73,0.84,0.63
Tanner McEvoy,WR,0.63,0.37,-0.11,1.37,0.71,0.62
Leonte Carroo,WR,0.59,0.4,-0.21,1.38,0.59,0.63
Chris Matthews,WR,0.56,0.51,-0.45,1.57,0.97,0.73
DeAnthony Thomas,WR,0.56,0.3,-0.05,1.17,0.62,0.58
Jehu Chesson,WR,0.55,0.16,0.23,0.87,0.52,0.62
Kasen Williams,WR,0.54,0.44,-0.35,1.42,0.89,0.83
Krishawn Hogan,WR,0.53,0.69,-0.86,1.91,0.84,0.21
Quan Bray,WR,0.52,0.36,-0.2,1.25,0.71,0.67
Mike Thomas,WR,0.49,0.28,-0.07,1.04,0.59,0.57
Demarcus Robinson,WR,0.44,0.39,-0.34,1.22,0.55,0.41
Josh Reynolds,WR,0.41,0.23,-0.05,0.87,0.47,0.52
Trevor Davis,WR,0.39,0.23,-0.07,0.85,0.33,0.31
Noah Brown,WR,0.38,0.28,-0.19,0.95,0.41,0.24
Tre McBride,WR,0.36,0.22,-0.09,0.8,0.46,0.4
Dwayne Harris,WR,0.33,0.29,-0.25,0.91,0.34,0.4
Shelton Gibson,WR,0.31,0.31,-0.31,0.93,0.62,0.31
Johnny Holton,WR,0.3,0.27,-0.24,0.85,0.23,0.24
Jordan Leslie,WR,0.3,0.53,-0.75,1.36,0.73,0.0
Chris Moore,WR,0.29,0.12,0.04,0.54,0.27,0.24
Marcus Johnson,WR,0.29,0.3,-0.32,0.9,0.56,0.22
Jared Abbrederis,WR,0.27,0.37,-0.46,1.01,0.43,0.08
Chad Hansen,WR,0.26,0.22,-0.17,0.69,0.21,0.27
Jakeem Grant,WR,0.24,0.16,-0.09,0.56,0.22,0.22
Tanner Gentry,WR,0.22,0.32,-0.41,0.86,0.67,0.0
Geremy Davis,WR,0.14,0.19,-0.25,0.52,0.41,0.0
Vince Mayle,WR,0.11,0.16,-0.21,0.43,0.23,0.0
Matt Hazel,WR,0.1,0.17,-0.25,0.45,0.4,0.0
Matt Slater,WR,0.1,0.16,-0.23,0.42,0.06,0.01
Rodney Adams,WR,0.07,0.13,-0.18,0.33,0.3,0.0
Stacy Coley,WR,0.04,0.06,-0.08,0.16,0.08,0.0
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
Rashad Greene,WR,0.0,0.0,0.0,0.0,,0.0
Devin Lucien,WR,0.0,0.0,0.0,0.0,,0.0
Kalif Raymond,WR,0.0,0.0,0.0,0.0,,0.0
Rashawn Scott,WR,0.0,0.0,0.0,0.0,,0.0
Dom Williams,WR,0.0,0.0,0.0,0.0,,0.0
Steve Johnson,WR,0.0,0.0,0.0,0.0,,0.0
