player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Ryan Fitzpatrick,QB,0.68,1.02,-1.35,2.72,0.39,0.26
Nick Foles,QB,0.55,0.67,-0.79,1.88,0.38,0.23
Bryce Petty,QB,0.45,0.69,-0.92,1.82,0.63,0.12
Kevin Hogan,QB,0.43,0.86,-1.29,2.15,0.25,0.02
AJ McCarron,QB,0.43,0.68,-0.94,1.79,0.31,0.16
Mitchell Trubisky,QB,0.29,0.21,-0.14,0.71,0.35,0.29
E.J. Manuel,QB,0.23,0.23,-0.23,0.68,0.45,0.21
Austin Davis,QB,0.19,0.14,-0.1,0.48,0.17,0.24
Patrick Mahomes,QB,0.19,0.21,-0.23,0.61,0.08,0.12
Kyle Sloter,QB,0.18,0.31,-0.43,0.79,0.02,0.0
Nathan Peterman,QB,0.16,0.21,-0.26,0.58,0.14,0.02
Geno Smith,QB,0.16,0.18,-0.2,0.52,0.12,0.08
C.J. Beathard,QB,0.16,0.26,-0.36,0.69,0.04,0.01
Cardale Jones,QB,0.16,0.27,-0.37,0.69,0.04,0.01
Kellen Moore,QB,0.15,0.19,-0.23,0.53,0.37,0.0
Derek Anderson,QB,0.15,0.2,-0.25,0.55,0.14,0.06
Kellen Clemens,QB,0.15,0.17,-0.19,0.48,0.27,0.09
Colt McCoy,QB,0.14,0.16,-0.18,0.46,0.12,0.09
Sean Mannion,QB,0.13,0.22,-0.31,0.58,0.08,0.0
Brett Hundley,QB,0.13,0.2,-0.27,0.54,0.07,0.04
Jimmy Garoppolo,QB,0.12,0.19,-0.26,0.49,0.11,0.01
Drew Stanton,QB,0.11,0.18,-0.24,0.47,0.33,0.0
Matt Schaub,QB,0.11,0.15,-0.19,0.4,0.09,0.06
Jake Rudock,QB,0.11,0.2,-0.29,0.5,0.04,0.0
Chad Henne,QB,0.11,0.18,-0.26,0.47,0.07,0.0
Ryan Mallett,QB,0.09,0.13,-0.16,0.34,0.11,0.01
Chase Daniel,QB,0.08,0.13,-0.17,0.34,0.05,0.0
Blaine Gabbert,QB,0.05,0.05,-0.06,0.16,0.1,0.04
Cooper Rush,QB,0.05,0.08,-0.12,0.21,0.03,0.0
Connor Cook,QB,0.01,0.01,-0.02,0.04,0.02,0.0
T.J. Yates,QB,0.01,0.01,-0.01,0.02,0.02,0.01
Mark Sanchez,QB,0.0,0.01,-0.01,0.02,0.01,0.0
Christian Hackenberg,QB,0.0,0.0,-0.0,0.01,0.0,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Davis Webb,QB,0.0,0.0,0.0,0.0,,0.0
Brad Kaaya,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Nassib,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Joshua Dobbs,QB,0.0,0.0,0.0,0.0,,0.0
Taylor Heinicke,QB,0.0,0.0,0.0,0.0,,0.0
Connor Shaw,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Allen,QB,0.0,0.0,0.0,0.0,,0.0
Ezekiel Elliott,RB,18.66,3.57,11.53,25.8,18.31,18.73
LeVeon Bell,RB,18.21,7.35,3.5,32.92,20.6,21.56
Kareem Hunt,RB,17.77,2.1,13.58,21.96,17.64,17.35
Devonta Freeman,RB,17.5,2.41,12.69,22.32,17.33,17.24
LeSean McCoy,RB,16.51,2.01,12.5,20.53,16.4,15.96
Melvin Gordon,RB,16.39,2.18,12.02,20.76,16.25,15.9
Todd Gurley,RB,15.72,2.12,11.48,19.96,15.58,16.13
Ty Montgomery,RB,15.42,2.99,9.44,21.39,15.14,16.11
Jay Ajayi,RB,15.0,3.29,8.43,21.57,14.66,14.32
Dalvin Cook,RB,14.52,1.62,11.27,17.77,14.43,14.24
Leonard Fournette,RB,14.43,1.92,10.6,18.27,14.31,14.47
Carlos Hyde,RB,13.12,5.33,2.45,23.78,14.85,14.14
Marshawn Lynch,RB,12.97,1.71,9.55,16.39,12.85,13.55
C.J. Anderson,RB,12.86,5.3,2.25,23.47,14.54,13.62
Christian McCaffrey,RB,12.8,2.23,8.33,17.27,12.58,14.16
Isaiah Crowell,RB,12.49,1.34,9.82,15.16,12.41,12.9
Tarik Cohen,RB,12.38,2.06,8.26,16.5,12.2,13.0
Mike Gillislee,RB,11.81,1.42,8.97,14.65,11.73,11.25
Mark Ingram,RB,11.7,1.12,9.46,13.94,11.65,11.4
Frank Gore,RB,11.57,2.51,6.54,16.59,11.31,10.97
Jacquizz Rodgers,RB,11.54,1.82,7.91,15.17,11.41,10.68
DeMarco Murray,RB,11.52,2.79,5.94,17.11,11.22,11.0
Tevin Coleman,RB,11.45,1.78,7.88,15.01,11.3,11.78
Chris Thompson,RB,10.45,2.39,5.67,15.23,10.14,11.08
Darren Sproles,RB,10.43,2.09,6.25,14.6,10.19,10.6
Lamar Miller,RB,10.06,3.91,2.24,17.88,11.46,11.23
Duke Johnson,RB,9.82,1.54,6.73,12.91,9.69,10.36
Ameer Abdullah,RB,9.74,3.75,2.24,17.24,11.11,10.77
James White,RB,9.43,1.47,6.49,12.37,9.33,8.78
Javorius Allen,RB,9.43,4.16,1.11,17.75,6.94,9.47
Jonathan Stewart,RB,9.15,3.98,1.19,17.11,10.24,10.31
Theo Riddick,RB,8.97,3.86,1.24,16.7,10.05,10.05
Terrance West,RB,8.75,2.05,4.65,12.85,8.49,9.38
Alvin Kamara,RB,8.74,2.35,4.04,13.43,8.39,9.0
Chris Carson,RB,8.67,1.93,4.8,12.53,8.41,8.96
Rob Kelley,RB,8.51,2.85,2.8,14.21,7.97,9.3
Matt Forte,RB,8.5,3.46,1.59,15.41,9.61,9.67
Bilal Powell,RB,8.34,3.36,1.62,15.05,9.44,9.25
Paul Perkins,RB,7.7,2.02,3.66,11.74,7.31,8.14
Joe Mixon,RB,7.55,2.68,2.19,12.91,6.82,8.61
Derrick Henry,RB,7.48,2.24,2.99,11.97,7.18,6.85
LeGarrette Blount,RB,7.47,2.8,1.87,13.07,7.03,6.77
Shane Vereen,RB,7.27,3.08,1.11,13.44,8.19,8.16
Giovani Bernard,RB,7.2,3.09,1.02,13.39,8.09,7.48
Jerick McKinnon,RB,6.92,3.39,0.14,13.69,6.34,5.92
Jamaal Charles,RB,6.52,1.51,3.5,9.55,6.33,6.31
Adrian Peterson,RB,6.48,3.27,-0.05,13.02,5.71,6.29
Jalen Richard,RB,6.29,2.03,2.24,10.34,5.99,5.22
Chris Johnson,RB,6.23,2.58,1.06,11.4,7.03,7.16
Charles Sims,RB,6.22,2.71,0.79,11.65,6.94,7.28
Chris Ivory,RB,6.18,3.43,-0.69,13.04,5.26,5.92
Thomas Rawls,RB,5.79,5.06,-4.33,15.9,4.66,4.02
Samaje Perine,RB,5.63,3.05,-0.47,11.72,4.89,3.76
Kerwynn Williams,RB,5.33,2.97,-0.61,11.27,5.61,5.14
Robert Turbin,RB,5.32,1.32,2.69,7.95,5.16,5.05
Charcandrick West,RB,5.29,1.7,1.89,8.7,5.05,4.89
Jeremy Hill,RB,4.99,3.62,-2.25,12.23,4.64,5.05
Rex Burkhead,RB,4.82,1.36,2.1,7.53,4.6,5.11
Andre Ellington,RB,4.7,1.97,0.75,8.65,4.28,4.26
Mike Tolbert,RB,4.56,1.3,1.97,7.15,4.34,4.59
Marlon Mack,RB,4.48,1.01,2.46,6.49,4.36,4.5
DeAndre Washington,RB,4.47,2.18,0.12,8.83,2.92,4.76
Matt Breida,RB,4.35,0.69,2.97,5.74,4.3,4.48
C.J. Prosise,RB,4.25,2.36,-0.48,8.98,4.52,4.47
Branden Oliver,RB,4.16,0.6,2.95,5.37,4.12,4.25
Alfred Blue,RB,4.03,4.96,-5.89,13.95,4.31,3.0
Jamaal Williams,RB,3.85,1.56,0.73,6.98,3.48,4.43
Dion Lewis,RB,3.78,2.13,-0.48,8.04,3.2,3.04
Damien Williams,RB,3.55,1.81,-0.07,7.17,2.91,3.46
Wendell Smallwood,RB,3.47,1.47,0.54,6.41,3.91,3.78
Devontae Booker,RB,3.47,4.99,-6.52,13.46,3.13,1.31
Alex Collins,RB,3.35,1.58,0.18,6.51,2.91,3.16
DOnta Foreman,RB,3.21,1.76,-0.32,6.73,2.51,3.99
Dwayne Washington,RB,3.19,1.18,0.84,5.55,3.02,2.93
Latavius Murray,RB,3.18,2.42,-1.66,8.02,2.31,2.64
Kyle Juszczyk,RB,3.01,1.96,-0.91,6.93,3.13,2.5
James Conner,RB,2.99,1.52,-0.06,6.03,2.51,3.51
Orleans Darkwa,RB,2.86,1.7,-0.54,6.26,2.89,2.88
Kenyan Drake,RB,2.83,1.39,0.06,5.6,2.41,2.85
Malcolm Brown,RB,2.77,0.94,0.89,4.64,2.56,2.9
Tyler Ervin,RB,2.65,1.39,-0.13,5.42,2.19,2.4
Cameron Artis-Payne,RB,2.63,3.66,-4.69,9.95,3.02,1.66
Alfred Morris,RB,2.55,0.76,1.03,4.08,2.4,2.8
Zach Zenner,RB,2.44,3.73,-5.02,9.89,2.01,1.12
Benny Cunningham,RB,2.37,2.11,-1.86,6.59,2.23,1.37
Aaron Jones,RB,2.03,2.4,-2.76,6.83,1.16,1.1
Elijah McGuire,RB,2.0,1.01,-0.02,4.03,1.4,2.36
Peyton Barber,RB,1.95,1.47,-0.99,4.9,1.51,1.47
T.J. Yeldon,RB,1.84,2.26,-2.68,6.36,4.59,0.0
Fozzy Whittaker,RB,1.67,1.23,-0.79,4.13,1.24,0.76
Aaron Ripkowski,RB,1.61,1.33,-1.04,4.26,1.22,1.42
DeAngelo Henderson,RB,1.59,1.1,-0.61,3.79,1.24,1.2
Corey Grant,RB,1.59,1.39,-1.2,4.37,1.13,0.81
Eddie Lacy,RB,1.52,0.95,-0.39,3.43,0.86,1.43
Matthew Dayes,RB,1.39,0.8,-0.22,3.0,1.17,1.26
Cedric Peerman,RB,1.25,2.17,-3.09,5.59,5.01,0.0
Austin Ekeler,RB,0.98,0.52,-0.07,2.02,0.84,0.82
Raheem Mostert,RB,0.97,0.75,-0.53,2.48,0.98,0.66
Terron Ward,RB,0.89,0.62,-0.35,2.13,0.57,0.71
D.J. Foster,RB,0.88,0.97,-1.06,2.82,0.8,0.55
Wayne Gallman,RB,0.87,0.85,-0.84,2.57,0.77,0.66
Jamize Olawale,RB,0.8,0.53,-0.26,1.86,1.11,1.09
John Kuhn,RB,0.66,0.93,-1.21,2.53,0.58,0.42
Akeem Hunt,RB,0.6,0.4,-0.2,1.41,0.51,0.38
Justin Davis,RB,0.6,0.75,-0.89,2.1,0.48,0.33
Corey Clement,RB,0.58,0.52,-0.46,1.63,0.54,0.35
Elijhaa Penny,RB,0.55,0.79,-1.03,2.12,1.2,0.0
Taiwan Jones,RB,0.46,0.28,-0.11,1.02,0.5,0.5
Joe Banyard,RB,0.42,0.63,-0.84,1.68,0.51,0.08
Patrick DiMarco,RB,0.42,0.24,-0.05,0.89,0.48,0.42
Terrell Watson,RB,0.38,0.57,-0.77,1.53,0.39,0.19
Andy Janovich,RB,0.36,0.26,-0.15,0.87,0.49,0.37
Matt Jones,RB,0.36,0.51,-0.66,1.38,1.08,0.0
Jalston Fowler,RB,0.36,0.34,-0.32,1.03,0.35,0.2
Darren McFadden,RB,0.32,0.38,-0.44,1.07,0.26,0.03
Anthony Sherman,RB,0.3,0.29,-0.28,0.87,0.22,0.23
Derek Watt,RB,0.26,0.14,-0.02,0.55,0.32,0.3
Devante Mays,RB,0.26,0.21,-0.16,0.68,0.43,0.41
Mack Brown,RB,0.23,0.22,-0.2,0.67,0.39,0.22
David Fluellen,RB,0.23,0.19,-0.15,0.62,0.39,0.36
Tommy Bohanon,RB,0.23,0.23,-0.23,0.69,0.46,0.22
Rod Smith,RB,0.22,0.22,-0.23,0.66,0.33,0.14
Brian Hill,RB,0.2,0.19,-0.18,0.58,0.29,0.14
James Develin,RB,0.19,0.16,-0.13,0.5,0.14,0.21
Roosevelt Nix,RB,0.16,0.08,0.0,0.33,0.19,0.2
C.J. Spiller,RB,0.16,0.23,-0.29,0.61,0.48,0.0
Jay Prosch,RB,0.13,0.09,-0.04,0.31,0.15,0.14
Keith Smith,RB,0.12,0.11,-0.09,0.33,0.19,0.14
Senorise Perry,RB,0.12,0.2,-0.29,0.52,0.47,0.0
Derrick Coleman,RB,0.11,0.16,-0.2,0.42,0.33,0.0
Tre Madden,RB,0.11,0.11,-0.11,0.33,0.21,0.08
C.J. Ham,RB,0.07,0.15,-0.22,0.37,0.37,0.0
Mike James,RB,0.0,0.0,0.0,0.0,,0.0
Tyler Gaffney,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Keith Marshall,RB,0.0,0.0,0.0,0.0,,0.0
Joe Kerridge,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,,0.0
Joe Williams,RB,0.0,0.0,0.0,0.0,,0.0
Taquan Mizzell,RB,0.0,0.0,0.0,0.0,,0.0
Jerome Felton,RB,0.0,0.0,0.0,0.0,,0.0
Travis Kelce,TE,13.82,2.32,9.18,18.45,13.61,13.48
Jordan Reed,TE,12.71,2.86,6.98,18.43,12.36,12.71
Zach Ertz,TE,12.19,2.6,6.98,17.4,11.91,12.13
Rob Gronkowski,TE,12.14,5.25,1.64,22.63,13.58,14.18
Kyle Rudolph,TE,11.34,2.14,7.06,15.62,11.13,11.7
Delanie Walker,TE,10.91,1.66,7.59,14.23,10.76,11.04
Jason Witten,TE,10.44,2.66,5.13,15.75,10.14,9.72
Eric Ebron,TE,10.28,2.44,5.41,15.16,9.99,10.08
Martellus Bennett,TE,10.25,3.09,4.07,16.42,9.71,10.2
Jack Doyle,TE,10.12,2.77,4.58,15.67,9.77,9.59
Jared Cook,TE,9.24,1.13,6.98,11.49,9.17,9.55
Jimmy Graham,TE,9.04,2.38,4.28,13.8,8.7,8.8
Charles Clay,TE,9.01,2.24,4.53,13.5,8.78,8.46
Coby Fleener,TE,9.0,1.36,6.28,11.72,8.88,9.2
Hunter Henry,TE,8.76,3.09,2.58,14.93,8.18,8.56
Evan Engram,TE,8.43,2.74,2.94,13.92,8.05,8.27
Benjamin Watson,TE,7.54,3.96,-0.38,15.46,8.18,7.66
Jesse James,TE,7.44,1.87,3.7,11.19,7.19,7.96
Zach Miller,TE,7.4,3.94,-0.48,15.28,7.98,7.64
Antonio Gates,TE,7.39,1.17,5.06,9.73,7.3,7.39
Cameron Brate,TE,7.15,2.93,1.3,13.01,8.08,8.1
Austin Hooper,TE,7.03,3.11,0.81,13.25,7.79,8.26
Julius Thomas,TE,6.98,1.38,4.21,9.75,6.81,7.54
Ed Dickson,TE,6.66,2.84,0.99,12.34,5.68,8.27
Tyler Eifert,TE,6.61,3.51,-0.42,13.63,7.06,6.66
David Njoku,TE,6.4,1.54,3.33,9.48,6.23,6.03
Jermaine Gresham,TE,6.33,1.6,3.14,9.53,6.12,6.84
George Kittle,TE,6.22,1.53,3.17,9.27,6.02,6.67
Ryan Griffin,TE,5.87,1.18,3.52,8.22,5.75,5.82
Austin Seferian-Jenkins,TE,5.35,2.7,-0.04,10.74,5.79,5.62
Seth DeValve,TE,4.96,1.24,2.49,7.44,4.82,4.89
O.J. Howard,TE,4.77,2.22,0.33,9.22,4.14,6.0
Virgil Green,TE,4.66,0.86,2.95,6.37,4.57,4.5
Tyler Higbee,TE,4.56,1.53,1.49,7.63,4.31,3.9
Vernon Davis,TE,4.37,1.63,1.1,7.63,4.03,4.44
Gerald Everett,TE,4.3,1.32,1.66,6.93,4.09,4.0
Dion Sims,TE,4.18,1.05,2.07,6.29,4.04,4.15
Garrett Celek,TE,3.85,2.75,-1.64,9.34,3.09,3.05
A.J. Derby,TE,3.84,1.71,0.41,7.26,3.49,3.48
Marcedes Lewis,TE,3.63,1.9,-0.18,7.43,3.88,3.82
Jonnu Smith,TE,3.36,1.23,0.89,5.82,3.13,3.02
Vance McDonald,TE,3.22,2.07,-0.93,7.36,3.74,2.93
Trey Burton,TE,3.04,1.02,1.01,5.08,2.88,2.95
Levine Toilolo,TE,3.04,2.07,-1.1,7.18,2.54,2.39
Clive Walford,TE,3.03,1.81,-0.59,6.66,2.49,2.88
Josh Hill,TE,3.01,1.54,-0.07,6.09,3.36,3.31
Will Tye,TE,2.99,1.26,0.48,5.5,2.68,2.87
Dwayne Allen,TE,2.88,0.92,1.04,4.72,2.71,3.14
Maxx Williams,TE,2.85,1.65,-0.45,6.15,3.04,3.4
Luke Willson,TE,2.82,0.7,1.42,4.23,2.7,3.0
Lance Kendricks,TE,2.68,1.18,0.33,5.04,2.46,1.97
Jerell Adams,TE,2.67,1.51,-0.34,5.68,2.13,2.67
Ben Koyack,TE,2.57,2.65,-2.73,7.87,2.22,1.62
Demetrius Harris,TE,2.45,1.63,-0.81,5.71,2.66,2.54
Nick Boyle,TE,2.38,1.14,0.1,4.65,1.47,2.63
Stephen Anderson,TE,2.33,1.95,-1.57,6.23,1.42,2.13
Adam Shaheen,TE,2.3,1.29,-0.29,4.89,1.9,2.24
Tyler Kroft,TE,1.83,1.45,-1.08,4.73,1.26,1.34
Randall Telfer,TE,1.78,1.89,-2.01,5.56,0.69,1.13
Brent Celek,TE,1.73,1.17,-0.61,4.06,1.03,1.4
Xavier Grimble,TE,1.69,2.36,-3.02,6.41,1.13,0.59
Darren Fells,TE,1.62,1.08,-0.53,3.78,1.34,0.91
C.J. Uzomah,TE,1.51,0.43,0.65,2.36,1.46,1.33
Rhett Ellison,TE,1.47,0.82,-0.17,3.11,1.27,1.19
Anthony Fasano,TE,1.47,0.96,-0.45,3.38,1.17,1.22
Jeff Heuerman,TE,1.38,0.69,-0.0,2.77,0.83,1.65
Daniel Brown,TE,1.38,2.07,-2.77,5.53,1.41,0.69
Michael Roberts,TE,1.26,1.17,-1.08,3.61,0.88,0.69
Nick OLeary,TE,1.18,0.77,-0.35,2.71,1.21,1.26
MarQueis Gray,TE,1.16,1.23,-1.31,3.63,1.0,0.91
Luke Stocker,TE,0.96,0.89,-0.82,2.75,0.92,0.61
Brandon Williams,TE,0.71,0.63,-0.55,1.97,0.73,0.56
Jordan Leggett,TE,0.7,0.72,-0.74,2.14,1.03,0.54
Lee Smith,TE,0.7,0.78,-0.87,2.27,0.85,0.56
David Morgan,TE,0.7,0.49,-0.28,1.67,0.43,0.58
Neal Sterling,TE,0.66,0.49,-0.32,1.65,0.98,0.81
Logan Paulsen,TE,0.66,0.72,-0.78,2.1,0.65,0.39
Troy Niklas,TE,0.63,0.5,-0.37,1.63,0.9,0.72
Eric Saubert,TE,0.62,0.46,-0.31,1.54,0.37,0.57
Ifeanyi Momah,TE,0.61,0.48,-0.34,1.56,0.88,0.73
Jeremy Sprinkle,TE,0.6,0.45,-0.3,1.49,0.73,0.56
Geoff Swaim,TE,0.58,0.5,-0.42,1.58,0.8,0.53
Jacob Hollister,TE,0.54,0.4,-0.27,1.35,0.6,0.55
Niles Paul,TE,0.48,0.59,-0.7,1.66,0.53,0.3
Blake Bell,TE,0.46,0.25,-0.05,0.96,0.56,0.52
Chris Manhertz,TE,0.41,0.45,-0.5,1.32,0.79,0.29
Darrell Daniels,TE,0.41,0.26,-0.1,0.93,0.54,0.51
Derek Carrier,TE,0.4,0.26,-0.12,0.93,0.47,0.38
Nick Vannett,TE,0.32,0.24,-0.16,0.8,0.25,0.38
Ross Travis,TE,0.31,0.29,-0.27,0.89,0.49,0.29
Phillip Supernaw,TE,0.28,0.21,-0.15,0.71,0.4,0.32
Khari Lee,TE,0.25,0.18,-0.11,0.6,0.37,0.33
Sean McGrath,TE,0.21,0.16,-0.11,0.54,0.21,0.25
Eric Tomlinson,TE,0.19,0.24,-0.29,0.67,0.45,0.0
Ryan Hewitt,TE,0.18,0.1,-0.03,0.38,0.23,0.22
Logan Thomas,TE,0.18,0.18,-0.18,0.52,0.35,0.18
Jim Dray,TE,0.17,0.25,-0.32,0.66,0.52,0.0
Alan Cross,TE,0.12,0.21,-0.3,0.55,0.49,0.0
Chris Gragg,TE,0.0,0.0,0.0,0.0,,0.0
Matt Lengel,TE,0.0,0.0,0.0,0.0,,0.0
Jacob Tamme,TE,0.0,0.0,0.0,0.0,,0.0
Gary Barnidge,TE,0.0,0.0,0.0,0.0,,0.0
Julio Jones,WR,21.28,4.43,12.42,30.14,20.8,21.07
Antonio Brown,WR,18.25,8.34,1.57,34.93,20.13,19.61
Keenan Allen,WR,16.43,4.33,7.77,25.1,15.83,15.88
Mike Evans,WR,16.32,2.44,11.43,21.21,16.13,16.23
Michael Thomas,WR,15.98,2.82,10.35,21.61,15.72,15.51
Odell Beckham,WR,15.75,3.11,9.52,21.98,15.38,16.74
A.J. Green,WR,15.54,7.16,1.23,29.85,17.19,17.54
Doug Baldwin,WR,15.28,2.85,9.58,20.99,14.97,15.86
Michael Crabtree,WR,14.8,3.05,8.7,20.9,14.48,15.0
Davante Adams,WR,14.79,3.3,8.2,21.39,14.4,14.74
DeAndre Hopkins,WR,14.74,2.95,8.83,20.65,14.42,14.41
Jarvis Landry,WR,14.54,3.15,8.24,20.84,14.18,14.04
Demaryius Thomas,WR,14.52,2.9,8.73,20.32,14.19,15.12
Golden Tate,WR,14.48,3.28,7.91,21.04,14.08,14.93
Tyreek Hill,WR,14.42,2.69,9.03,19.81,14.17,13.92
Brandin Cooks,WR,14.15,3.43,7.3,21.01,13.73,13.46
Dez Bryant,WR,14.01,2.42,9.18,18.85,13.79,13.86
Larry Fitzgerald,WR,13.94,2.74,8.46,19.43,13.59,14.7
Amari Cooper,WR,13.94,3.9,6.15,21.73,13.34,15.24
Emmanuel Sanders,WR,13.88,2.71,8.47,19.29,13.58,14.7
T.Y. Hilton,WR,13.38,2.42,8.53,18.23,13.15,13.86
Kelvin Benjamin,WR,13.38,3.56,6.26,20.49,12.9,13.42
Terrelle Pryor,WR,13.23,2.49,8.25,18.21,12.96,13.65
Pierre Garcon,WR,13.17,2.45,8.26,18.08,12.93,13.42
Stefon Diggs,WR,13.0,5.75,1.5,24.49,14.5,14.49
DeVante Parker,WR,12.98,3.44,6.1,19.85,12.51,12.95
Jordy Nelson,WR,12.78,3.48,5.82,19.74,12.26,12.8
Alshon Jeffery,WR,12.7,2.35,7.99,17.41,12.45,13.31
Sammy Watkins,WR,12.29,2.14,8.01,16.57,12.09,11.9
Marqise Lee,WR,11.61,2.93,5.75,17.47,11.26,10.54
Adam Thielen,WR,11.43,1.52,8.39,14.48,11.33,12.04
J.J. Nelson,WR,11.35,2.84,5.66,17.04,11.04,10.9
Rishard Matthews,WR,11.26,2.32,6.61,15.9,11.03,11.03
Jeremy Maclin,WR,11.24,1.97,7.29,15.19,11.03,11.82
DeSean Jackson,WR,11.16,2.85,5.47,16.86,10.86,10.44
Ted Ginn,WR,11.04,2.02,7.0,15.08,10.84,11.5
