QB,RB,RB,WR,WR,WR,TE,FLEX,DST,QB Team ,RB Team ,RB Team ,WR Team ,WR Team ,WR Team ,TE Team ,FLEX Team ,DST Team ,QB Salary ,RB Salary ,RB Salary ,WR Salary ,WR Salary ,WR Salary ,TE Salary ,FLEX Salary ,DST Salary ,Projected Value,Scenario,Iteration,Actual
Aaron Rodgers,Melvin Gordon,Theo Riddick,Adam Humphries,Rishard Matthews,DeAndre Hopkins,Delanie Walker,Marshawn Lynch,Patriots ,GB,LAC,DET,TB,TEN,HOU,TEN,OAK,NE,7300,7800,4300,4000,5400,8100,4800,5000,3300,132.32,Scenario1,11,101.62
Tom Brady,Melvin Gordon,Lamar Miller,Jarvis Landry,Kendall Wright,Allen Hurns,Delanie Walker,C.J. Anderson,49ers ,NE,LAC,HOU,MIA,CHI,JAX,TEN,DEN,SF,8300,7800,5400,6600,4000,4300,4800,6600,2200,130.38,Scenario1,12,108.88
Cam Newton,Lamar Miller,Marshawn Lynch,Jarvis Landry,Will Fuller V,J.J. Nelson,Austin Seferian-Jenkins,Antonio Brown,Titans ,CAR,HOU,OAK,MIA,HOU,ARI,NYJ,PIT,TEN,6700,5400,5000,6600,5200,4400,4300,9300,3000,129.08,Scenario1,13,130.16
Tom Brady,Duke Johnson Jr.,C.J. Anderson,Adam Humphries,Ted Ginn Jr.,Kelvin Benjamin,Austin Seferian-Jenkins,Antonio Brown,Lions ,NE,CLE,DEN,TB,NO,CAR,NYJ,PIT,DET,8300,5100,6600,4000,3600,6400,4300,9300,2400,127.71,Scenario1,14,139.78
Jameis Winston,Duke Johnson Jr.,Jay Ajayi,Julio Jones,J.J. Nelson,Kelvin Benjamin,Zach Miller,Michael Thomas,Ravens ,TB,CLE,MIA,ATL,ARI,CAR,CHI,NO,BAL,6200,5100,5700,8300,4400,6400,2900,7300,3700,125.79,Scenario1,15,93.64
Matt Ryan,Mark Ingram,Jay Ajayi,Will Fuller V,Tyreek Hill,Julio Jones,Evan Engram,Adam Thielen,Rams ,ATL,NO,MIA,HOU,KC,ATL,NYG,MIN,LAR,7000,4400,5700,5200,6400,8300,3800,6000,3200,124.29,Scenario1,16,157.72
Kirk Cousins,Mark Ingram,Carlos Hyde,Tyreek Hill,Randall Cobb,DeSean Jackson,Hunter Henry,Michael Thomas,Titans ,WAS,NO,SF,KC,GB,TB,LAC,NO,TEN,6800,4400,6200,6400,5900,5800,4100,7300,3000,122.67,Scenario1,17,137.5
Jameis Winston,Christian McCaffrey,James White,Keenan Allen,Randall Cobb,Adam Thielen,Evan Engram,DeSean Jackson,Eagles ,TB,CAR,NE,LAC,GB,MIN,NYG,TB,PHI,6200,5900,5200,7900,5900,6000,3800,5800,3200,120.94,Scenario1,18,107.34
Kirk Cousins,Christian McCaffrey,Carlos Hyde,Keenan Allen,Alshon Jeffery,Kendall Wright,George Kittle,Pierre Garcon,Rams ,WAS,CAR,SF,LAC,PHI,CHI,SF,SF,LAR,6800,5900,6200,7900,6300,4000,3400,6300,3200,119.71,Scenario1,19,146.0
Matt Ryan,Javorius Allen,Doug Martin,Demaryius Thomas,Alshon Jeffery,Pierre Garcon,Hunter Henry,Danny Amendola,Eagles ,ATL,BAL,TB,DEN,PHI,SF,LAC,NE,PHI,7000,5400,5800,6000,6300,6300,4100,5600,3200,117.31,Scenario1,20,113.82
Alex Smith,LeGarrette Blount,Mike Gillislee,Demaryius Thomas,Chris Hogan,Danny Amendola,Jack Doyle,Brandin Cooks,Falcons ,KC,PHI,NE,DEN,NE,NE,IND,NE,ATL,6400,4700,5500,6000,7000,5600,3700,7600,3500,113.57,Scenario1,21,97.74
Philip Rivers,Javorius Allen,Doug Martin,Martavis Bryant,Chris Hogan,Brandin Cooks,George Kittle,Aaron Jones,Texans ,LAC,BAL,TB,PIT,NE,NE,SF,GB,HOU,6600,5400,5800,4700,7000,7600,3400,5600,3900,112.08,Scenario1,22,98.02
Alex Smith,James White,Mike Gillislee,Willie Snead,Devin Funchess,Tyrell Williams,Austin Hooper,Aaron Jones,Texans ,KC,NE,NE,NO,CAR,LAC,ATL,GB,HOU,6400,5200,5500,4700,6100,5400,3500,5600,3900,105.59,Scenario1,23,79.44
Philip Rivers,Andre Ellington,LeGarrette Blount,Willie Snead,Martavis Bryant,Devin Funchess,Jack Doyle,Nelson Agholor,Broncos ,LAC,ARI,PHI,NO,PIT,CAR,IND,PHI,DEN,6600,5300,4700,4700,4700,6100,3700,4200,4000,103.3,Scenario1,24,74.92
Carson Wentz,Andre Ellington,Ty Montgomery,Taylor Gabriel,Eric Decker,Nelson Agholor,Austin Hooper,Tyrell Williams,Falcons ,PHI,ARI,GB,ATL,TEN,PHI,ATL,LAC,ATL,6600,5300,6700,4600,4200,4200,3500,5400,3500,100.11,Scenario1,25,85.18
Drew Brees,Kareem Hunt,Todd Gurley II,Ted Ginn Jr.,Amari Cooper,T.Y. Hilton,Cameron Brate,Alvin Kamara,Chiefs ,NO,KC,LAR,NO,OAK,IND,TB,NO,KC,7200,8200,7700,3600,5000,6700,3900,4500,3200,148.74,Scenario10,1,109.44
Carson Palmer,Kareem Hunt,Todd Gurley II,Larry Fitzgerald,JuJu Smith-Schuster,Jamison Crowder,David Njoku,Devonta Freeman,Chiefs ,ARI,KC,LAR,ARI,PIT,WAS,CLE,ATL,KC,6100,8200,7700,6800,3600,4000,3000,7400,3200,148.05,Scenario10,2,113.42
Carson Palmer,Kareem Hunt,Jordan Howard,Terrelle Pryor Sr.,Larry Fitzgerald,T.Y. Hilton,Cameron Brate,Jerick McKinnon,Steelers ,ARI,KC,CHI,WAS,ARI,IND,TB,MIN,PIT,6100,8200,5900,5700,6800,6700,3900,4100,2600,146.9,Scenario10,3,154.02
Drew Brees,Todd Gurley II,Jerick McKinnon,Golden Tate,Ted Ginn Jr.,Larry Fitzgerald,Kyle Rudolph,Devonta Freeman,Steelers ,NO,LAR,MIN,DET,NO,ARI,MIN,ATL,PIT,7200,7700,4100,6800,3600,6800,3800,7400,2600,146.35,Scenario10,4,155.34
Matthew Stafford,Alvin Kamara,Jerick McKinnon,Golden Tate,Michael Crabtree,T.Y. Hilton,Jordan Reed,Devonta Freeman,Chiefs ,DET,NO,MIN,DET,OAK,IND,WAS,ATL,KC,6500,4500,4100,6800,5800,6700,5000,7400,3200,144.93,Scenario10,5,125.78
Drew Brees,Alvin Kamara,Leonard Fournette,Michael Crabtree,Terrelle Pryor Sr.,Ted Ginn Jr.,David Njoku,Le'Veon Bell,Steelers ,NO,NO,JAX,OAK,WAS,NO,CLE,PIT,PIT,7200,4500,8000,5800,5700,3600,3000,9600,2600,143.41,Scenario10,6,132.54
Carson Palmer,Leonard Fournette,Le'Veon Bell,Terrelle Pryor Sr.,John Brown,Amari Cooper,Cameron Brate,JuJu Smith-Schuster,Jaguars ,ARI,JAX,PIT,WAS,ARI,OAK,TB,PIT,JAX,6100,8000,9600,5700,4500,5000,3900,3600,3600,142.35,Scenario10,7,137.02
Matthew Stafford,Jordan Howard,Le'Veon Bell,Golden Tate,Michael Crabtree,Amari Cooper,David Njoku,Kyle Rudolph,Jaguars ,DET,CHI,PIT,DET,OAK,OAK,CLE,MIN,JAX,6500,5900,9600,6800,5800,5000,3000,3800,3600,141.39,Scenario10,8,139.88
Matthew Stafford,DeMarco Murray,Jordan Howard,Marvin Jones Jr.,JuJu Smith-Schuster,Jordy Nelson,Zach Ertz,Leonard Fournette,Packers ,DET,TEN,CHI,DET,PIT,GB,PHI,JAX,GB,6500,5200,5900,4600,3600,7100,6300,8000,2800,140.09,Scenario10,9,147.58
Deshaun Watson,DeMarco Murray,Chris Thompson,Will Fuller V,Davante Adams,Jordy Nelson,Rob Gronkowski,Jordan Reed,Patriots ,HOU,TEN,WAS,HOU,GB,GB,NE,WAS,NE,6700,5200,5000,5200,5700,7100,6800,5000,3300,138.07,Scenario10,10,151.4
Deshaun Watson,Ameer Abdullah,Chris Thompson,John Brown,Jordy Nelson,DeAndre Hopkins,Zach Ertz,Kyle Rudolph,Jaguars ,HOU,DET,WAS,ARI,GB,HOU,PHI,MIN,JAX,6700,4900,5000,4500,7100,8100,6300,3800,3600,137.86,Scenario10,11,118.2
Deshaun Watson,Theo Riddick,Tevin Coleman,Davante Adams,Emmanuel Sanders,DeAndre Hopkins,Zach Ertz,Jordan Reed,Packers ,HOU,DET,ATL,GB,DEN,HOU,PHI,WAS,GB,6700,4300,5000,5700,6100,8100,6300,5000,2800,137.22,Scenario10,12,111.6
Aaron Rodgers,DeMarco Murray,Tevin Coleman,Davante Adams,Emmanuel Sanders,Rishard Matthews,Travis Kelce,Rob Gronkowski,Lions ,GB,TEN,ATL,GB,DEN,TEN,KC,NE,DET,7300,5200,5000,5700,6100,5400,6100,6800,2400,136.38,Scenario10,13,120.92
Jameis Winston,Ameer Abdullah,Chris Thompson,John Brown,Mike Evans,Emmanuel Sanders,Travis Kelce,Rob Gronkowski,Patriots ,TB,DET,WAS,ARI,TB,DEN,KC,NE,NE,6200,4900,5000,4500,6900,6100,6100,6800,3300,135.25,Scenario10,14,120.04
Kirk Cousins,Ameer Abdullah,Tevin Coleman,Mike Evans,Rishard Matthews,DeAndre Hopkins,Travis Kelce,Jamison Crowder,Packers ,WAS,DET,ATL,TB,TEN,HOU,KC,WAS,GB,6800,4900,5000,6900,5400,8100,6100,4000,2800,133.39,Scenario10,15,104.4
Jameis Winston,Melvin Gordon,Theo Riddick,Jarvis Landry,Marvin Jones Jr.,Mike Evans,Delanie Walker,Rishard Matthews,Patriots ,TB,LAC,DET,MIA,DET,TB,TEN,TEN,NE,6200,7800,4300,6600,4600,6900,4800,5400,3300,131.6,Scenario10,16,136.34
Cam Newton,Melvin Gordon,Lamar Miller,Jarvis Landry,Kelvin Benjamin,Allen Hurns,Delanie Walker,Marshawn Lynch,Titans ,CAR,LAC,HOU,MIA,CAR,JAX,TEN,OAK,TEN,6700,7800,5400,6600,6400,4300,4800,5000,3000,130.3,Scenario10,17,131.26
Aaron Rodgers,Theo Riddick,Marshawn Lynch,Marvin Jones Jr.,Randall Cobb,Antonio Brown,Delanie Walker,C.J. Anderson,49ers ,GB,DET,OAK,DET,GB,PIT,TEN,DEN,SF,7300,4300,5000,4600,5900,9300,4800,6600,2200,129.97,Scenario10,18,89.32
Jameis Winston,Melvin Gordon,Lamar Miller,Jarvis Landry,Adam Humphries,Antonio Brown,Austin Seferian-Jenkins,Jamison Crowder,Lions ,TB,LAC,HOU,MIA,TB,PIT,NYJ,WAS,DET,6200,7800,5400,6600,4000,9300,4300,4000,2400,129.24,Scenario10,19,153.54
Cam Newton,Marshawn Lynch,C.J. Anderson,Adam Humphries,J.J. Nelson,Kelvin Benjamin,Austin Seferian-Jenkins,Antonio Brown,Rams ,CAR,OAK,DEN,TB,ARI,CAR,NYJ,PIT,LAR,6700,5000,6600,4000,4400,6400,4300,9300,3200,128.52,Scenario10,20,135.36
Aaron Rodgers,Lamar Miller,C.J. Anderson,Will Fuller V,Randall Cobb,Allen Hurns,Austin Seferian-Jenkins,Michael Thomas,Ravens ,GB,HOU,DEN,HOU,GB,JAX,NYJ,NO,BAL,7300,5400,6600,5200,5900,4300,4300,7300,3700,128.29,Scenario10,21,81.92
Cam Newton,Mark Ingram,Duke Johnson Jr.,Julio Jones,Kelvin Benjamin,Allen Hurns,Evan Engram,Michael Thomas,Ravens ,CAR,NO,CLE,ATL,CAR,JAX,NYG,NO,BAL,6700,4400,5100,8300,6400,4300,3800,7300,3700,126.44,Scenario10,22,146.66
Tom Brady,Duke Johnson Jr.,Jay Ajayi,Julio Jones,J.J. Nelson,Danny Amendola,Zach Miller,Michael Thomas,Lions ,NE,CLE,MIA,ATL,ARI,NE,CHI,NO,DET,8300,5100,5700,8300,4400,5600,2900,7300,2400,125.34,Scenario10,23,93.48
Matt Ryan,Christian McCaffrey,Jay Ajayi,Will Fuller V,Adam Humphries,Tyreek Hill,Evan Engram,Julio Jones,Ravens ,ATL,CAR,MIA,HOU,TB,KC,NYG,ATL,BAL,7000,5900,5700,5200,4000,6400,3800,8300,3700,124.33,Scenario10,24,136.52
Tom Brady,Christian McCaffrey,Duke Johnson Jr.,Tyreek Hill,Randall Cobb,Danny Amendola,Evan Engram,DeSean Jackson,Rams ,NE,CAR,CLE,KC,GB,NE,NYG,TB,LAR,8300,5900,5100,6400,5900,5600,3800,5800,3200,123.3,Scenario10,25,120.78
Drew Brees,Kareem Hunt,Todd Gurley II,Amari Cooper,JuJu Smith-Schuster,T.Y. Hilton,Cameron Brate,Alvin Kamara,Chiefs ,NO,KC,LAR,OAK,PIT,IND,TB,NO,KC,7200,8200,7700,5000,3600,6700,3900,4500,3200,149.23,Scenario11,1,98.74
Drew Brees,Kareem Hunt,Jerick McKinnon,Terrelle Pryor Sr.,Larry Fitzgerald,JuJu Smith-Schuster,Kyle Rudolph,Devonta Freeman,Chiefs ,NO,KC,MIN,WAS,ARI,PIT,MIN,ATL,KC,7200,8200,4100,5700,6800,3600,3800,7400,3200,148.29,Scenario11,2,122.34
Drew Brees,Kareem Hunt,Todd Gurley II,Terrelle Pryor Sr.,Larry Fitzgerald,Allen Hurns,David Njoku,Alvin Kamara,Steelers ,NO,KC,LAR,WAS,ARI,JAX,CLE,NO,PIT,7200,8200,7700,5700,6800,4300,3000,4500,2600,148.01,Scenario11,3,113.04
Carson Palmer,Todd Gurley II,Jerick McKinnon,Larry Fitzgerald,Amari Cooper,T.Y. Hilton,David Njoku,Devonta Freeman,Chiefs ,ARI,LAR,MIN,ARI,OAK,IND,CLE,ATL,KC,6100,7700,4100,6800,5000,6700,3000,7400,3200,147.1,Scenario11,4,122.22
Carson Palmer,Alvin Kamara,Devonta Freeman,Terrelle Pryor Sr.,JuJu Smith-Schuster,T.Y. Hilton,Kyle Rudolph,Le'Veon Bell,Steelers ,ARI,NO,ATL,WAS,PIT,IND,MIN,PIT,PIT,6100,4500,7400,5700,3600,6700,3800,9600,2600,144.92,Scenario11,5,108.72
Carson Palmer,Jordan Howard,Jerick McKinnon,Golden Tate,Michael Crabtree,Amari Cooper,Cameron Brate,Le'Veon Bell,Packers ,ARI,CHI,MIN,DET,OAK,OAK,TB,PIT,GB,6100,5900,4100,6800,5800,5000,3900,9600,2800,143.23,Scenario11,6,171.72
Deshaun Watson,Leonard Fournette,Le'Veon Bell,Golden Tate,Michael Crabtree,Ted Ginn Jr.,David Njoku,Cameron Brate,Steelers ,HOU,JAX,PIT,DET,OAK,NO,CLE,TB,PIT,6700,8000,9600,6800,5800,3600,3000,3900,2600,141.58,Scenario11,7,167.5
Deshaun Watson,Jordan Howard,Leonard Fournette,Golden Tate,Michael Crabtree,John Brown,Zach Ertz,Kyle Rudolph,49ers ,HOU,CHI,JAX,DET,OAK,ARI,PHI,MIN,SF,6700,5900,8000,6800,5800,4500,6300,3800,2200,141.11,Scenario11,8,156.3
Deshaun Watson,DeMarco Murray,Jordan Howard,John Brown,Jordy Nelson,Jamison Crowder,Jordan Reed,Leonard Fournette,Jaguars ,HOU,TEN,CHI,ARI,GB,WAS,WAS,JAX,JAX,6700,5200,5900,4500,7100,4000,5000,8000,3600,140.53,Scenario11,9,135.0
Matthew Stafford,DeMarco Murray,Theo Riddick,John Brown,Davante Adams,Jordy Nelson,Rob Gronkowski,Zach Ertz,Jaguars ,DET,TEN,DET,ARI,GB,GB,NE,PHI,JAX,6500,5200,4300,4500,5700,7100,6800,6300,3600,138.74,Scenario11,10,142.68
Matthew Stafford,Tevin Coleman,Chris Thompson,Davante Adams,Emmanuel Sanders,Jordy Nelson,Zach Ertz,Jordan Reed,Patriots ,DET,ATL,WAS,GB,DEN,GB,PHI,WAS,NE,6500,5000,5000,5700,6100,7100,6300,5000,3300,138.41,Scenario11,11,129.78
Tom Brady,DeMarco Murray,Chris Thompson,Davante Adams,Emmanuel Sanders,Allen Hurns,Rob Gronkowski,Jordan Reed,Jaguars ,NE,TEN,WAS,GB,DEN,JAX,NE,WAS,JAX,8300,5200,5000,5700,6100,4300,6800,5000,3600,137.11,Scenario11,12,131.38
Matthew Stafford,Tevin Coleman,Chris Thompson,Mike Evans,Emmanuel Sanders,Rishard Matthews,Travis Kelce,Rob Gronkowski,49ers ,DET,ATL,WAS,TB,DEN,TEN,KC,NE,SF,6500,5000,5000,6900,6100,5400,6100,6800,2200,136.4,Scenario11,13,135.28
Aaron Rodgers,Ameer Abdullah,Theo Riddick,Marvin Jones Jr.,Mike Evans,DeAndre Hopkins,Travis Kelce,Tevin Coleman,Packers ,GB,DET,DET,DET,TB,HOU,KC,ATL,GB,7300,4900,4300,4600,6900,8100,6100,5000,2800,134.31,Scenario11,14,88.72
Tom Brady,Ameer Abdullah,Marshawn Lynch,Marvin Jones Jr.,Rishard Matthews,Allen Hurns,Travis Kelce,DeAndre Hopkins,Patriots ,NE,DET,OAK,DET,TEN,JAX,KC,HOU,NE,8300,4900,5000,4600,5400,4300,6100,8100,3300,133.64,Scenario11,15,96.68
Aaron Rodgers,Ameer Abdullah,Lamar Miller,Mike Evans,Rishard Matthews,DeAndre Hopkins,Delanie Walker,Marshawn Lynch,49ers ,GB,DET,HOU,TB,TEN,HOU,TEN,OAK,SF,7300,4900,5400,6900,5400,8100,4800,5000,2200,132.76,Scenario11,16,73.22
Aaron Rodgers,Lamar Miller,Theo Riddick,Jarvis Landry,Antonio Brown,Jamison Crowder,Delanie Walker,Marshawn Lynch,Patriots ,GB,HOU,DET,MIA,PIT,WAS,TEN,OAK,NE,7300,5400,4300,6600,9300,4000,4800,5000,3300,131.32,Scenario11,17,103.12
Cam Newton,Melvin Gordon,Lamar Miller,Jarvis Landry,Marvin Jones Jr.,Jamison Crowder,Delanie Walker,Michael Thomas,Packers ,CAR,LAC,HOU,MIA,DET,WAS,TEN,NO,GB,6700,7800,5400,6600,4600,4000,4800,7300,2800,130.62,Scenario11,18,131.66
Tom Brady,Melvin Gordon,C.J. Anderson,Jarvis Landry,Will Fuller V,J.J. Nelson,Austin Seferian-Jenkins,Ted Ginn Jr.,Rams ,NE,LAC,DEN,MIA,HOU,ARI,NYJ,NO,LAR,8300,7800,6600,6600,5200,4400,4300,3600,3200,128.96,Scenario11,19,147.38
Cam Newton,Melvin Gordon,C.J. Anderson,Adam Humphries,Kendall Wright,Ted Ginn Jr.,Austin Seferian-Jenkins,Antonio Brown,Ravens ,CAR,LAC,DEN,TB,CHI,NO,NYJ,PIT,BAL,6700,7800,6600,4000,4000,3600,4300,9300,3700,128.6,Scenario11,20,165.06
Cam Newton,Duke Johnson Jr.,C.J. Anderson,Adam Humphries,J.J. Nelson,Antonio Brown,George Kittle,Michael Thomas,Rams ,CAR,CLE,DEN,TB,ARI,PIT,SF,NO,LAR,6700,5100,6600,4000,4400,9300,3400,7300,3200,127.37,Scenario11,21,112.16
Jameis Winston,Mark Ingram,Jay Ajayi,Julio Jones,J.J. Nelson,Kelvin Benjamin,Austin Seferian-Jenkins,Michael Thomas,Titans ,TB,NO,MIA,ATL,ARI,CAR,NYJ,NO,TEN,6200,4400,5700,8300,4400,6400,4300,7300,3000,125.94,Scenario11,22,110.84
Jameis Winston,Duke Johnson Jr.,Jay Ajayi,Will Fuller V,Tyreek Hill,Julio Jones,Zach Miller,Kelvin Benjamin,Ravens ,TB,CLE,MIA,HOU,KC,ATL,CHI,CAR,BAL,6200,5100,5700,5200,6400,8300,2900,6400,3700,124.94,Scenario11,23,109.64
Matt Ryan,Mark Ingram,Jay Ajayi,Will Fuller V,Julio Jones,Kelvin Benjamin,Evan Engram,Adam Thielen,Rams ,ATL,NO,MIA,HOU,ATL,CAR,NYG,MIN,LAR,7000,4400,5700,5200,8300,6400,3800,6000,3200,124.56,Scenario11,24,169.12
Kirk Cousins,Mark Ingram,Duke Johnson Jr.,Keenan Allen,Tyreek Hill,Randall Cobb,Evan Engram,Adam Thielen,Ravens ,WAS,NO,CLE,LAC,KC,GB,NYG,MIN,BAL,6800,4400,5100,7900,6400,5900,3800,6000,3700,122.87,Scenario11,25,153.4
Drew Brees,Kareem Hunt,Todd Gurley II,Ted Ginn Jr.,Amari Cooper,T.Y. Hilton,Cameron Brate,Alvin Kamara,Chiefs ,NO,KC,LAR,NO,OAK,IND,TB,NO,KC,7200,8200,7700,3600,5000,6700,3900,4500,3200,148.74,Scenario12,1,109.44
Carson Palmer,Kareem Hunt,Jerick McKinnon,Larry Fitzgerald,JuJu Smith-Schuster,T.Y. Hilton,Cameron Brate,Devonta Freeman,Chiefs ,ARI,KC,MIN,ARI,PIT,IND,TB,ATL,KC,6100,8200,4100,6800,3600,6700,3900,7400,3200,148.32,Scenario12,2,138.22
Carson Palmer,Kareem Hunt,Todd Gurley II,Terrelle Pryor Sr.,Larry Fitzgerald,Jamison Crowder,Kyle Rudolph,Alvin Kamara,Chiefs ,ARI,KC,LAR,WAS,ARI,WAS,MIN,NO,KC,6100,8200,7700,5700,6800,4000,3800,4500,3200,147.92,Scenario12,3,123.02
Drew Brees,Todd Gurley II,Jerick McKinnon,Ted Ginn Jr.,Larry Fitzgerald,T.Y. Hilton,Kyle Rudolph,Devonta Freeman,Steelers ,NO,LAR,MIN,NO,ARI,IND,MIN,ATL,PIT,7200,7700,4100,3600,6800,6700,3800,7400,2600,146.57,Scenario12,4,135.64
Drew Brees,Alvin Kamara,Devonta Freeman,Terrelle Pryor Sr.,John Brown,Ted Ginn Jr.,Cameron Brate,Le'Veon Bell,Jaguars ,NO,NO,ATL,WAS,ARI,NO,TB,PIT,JAX,7200,4500,7400,5700,4500,3600,3900,9600,3600,144.51,Scenario12,5,129.34
Carson Palmer,Jerick McKinnon,Leonard Fournette,Golden Tate,Terrelle Pryor Sr.,John Brown,David Njoku,Le'Veon Bell,49ers ,ARI,MIN,JAX,DET,WAS,ARI,CLE,PIT,SF,6100,4100,8000,6800,5700,4500,3000,9600,2200,142.84,Scenario12,6,153.92
Matthew Stafford,Jordan Howard,Chris Thompson,Golden Tate,Amari Cooper,JuJu Smith-Schuster,Jordan Reed,Le'Veon Bell,Steelers ,DET,CHI,WAS,DET,OAK,PIT,WAS,PIT,PIT,6500,5900,5000,6800,5000,3600,5000,9600,2600,141.72,Scenario12,7,149.68
Matthew Stafford,Jordan Howard,Leonard Fournette,Golden Tate,Michael Crabtree,Amari Cooper,David Njoku,Rob Gronkowski,49ers ,DET,CHI,JAX,DET,OAK,OAK,CLE,NE,SF,6500,5900,8000,6800,5800,5000,3000,6800,2200,140.87,Scenario12,8,150.18
Matthew Stafford,Jordan Howard,Leonard Fournette,Michael Crabtree,Marvin Jones Jr.,John Brown,Jordan Reed,Jordy Nelson,Steelers ,DET,CHI,JAX,OAK,DET,ARI,WAS,GB,PIT,6500,5900,8000,5800,4600,4500,5000,7100,2600,140.28,Scenario12,9,152.08
Deshaun Watson,DeMarco Murray,Chris Thompson,Will Fuller V,Michael Crabtree,Jordy Nelson,Zach Ertz,Jordan Reed,Jaguars ,HOU,TEN,WAS,HOU,OAK,GB,PHI,WAS,JAX,6700,5200,5000,5200,5800,7100,6300,5000,3600,138.37,Scenario12,10,135.7
Aaron Rodgers,DeMarco Murray,Theo Riddick,Davante Adams,JuJu Smith-Schuster,Jordy Nelson,Rob Gronkowski,Zach Ertz,Jaguars ,GB,TEN,DET,GB,PIT,GB,NE,PHI,JAX,7300,5200,4300,5700,3600,7100,6800,6300,3600,137.81,Scenario12,11,111.42
Deshaun Watson,DeMarco Murray,Chris Thompson,Davante Adams,DeAndre Hopkins,Jamison Crowder,Rob Gronkowski,Zach Ertz,49ers ,HOU,TEN,WAS,GB,HOU,WAS,NE,PHI,SF,6700,5200,5000,5700,8100,4000,6800,6300,2200,137.72,Scenario12,12,142.8
Deshaun Watson,Ameer Abdullah,Tevin Coleman,Marvin Jones Jr.,Davante Adams,Emmanuel Sanders,Travis Kelce,DeAndre Hopkins,Packers ,HOU,DET,ATL,DET,GB,DEN,KC,HOU,GB,6700,4900,5000,4600,5700,6100,6100,8100,2800,136.15,Scenario12,13,112.5
Jameis Winston,Theo Riddick,Tevin Coleman,Mike Evans,Emmanuel Sanders,DeAndre Hopkins,Travis Kelce,Jamison Crowder,Patriots ,TB,DET,ATL,TB,DEN,HOU,KC,WAS,NE,6200,4300,5000,6900,6100,8100,6100,4000,3300,134.09,Scenario12,14,88.64
