Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
WR,Rashawn Scott,3000,NO@MIA 09:30AM ET,0,MIA
RB,Trey Edmunds,3000,NO@MIA 09:30AM ET,0,NO
WR,Isaiah Ford,3000,NO@MIA 09:30AM ET,0,MIA
WR,Andre Roberts,3000,BUF@ATL 01:00PM ET,0,ATL
WR,Walter Powell,3000,BUF@ATL 01:00PM ET,0,BUF
WR,James Wright,3000,CIN@CLE 01:00PM ET,0,CLE
RB,Tra Carson,3000,CIN@CLE 01:00PM ET,0,CIN
RB,Danny Vitale,3000,CIN@CLE 01:00PM ET,0,CLE
RB,Lance Dunbar,3000,LAR@DAL 01:00PM ET,0,LAR
RB,Jordan Todman,3000,TEN@HOU 01:00PM ET,0,HOU
TE,C.J. Fiedorowicz,3000,TEN@HOU 01:00PM ET,0,HOU
WR,Darius Jennings,3000,TEN@HOU 01:00PM ET,0,TEN
WR,Andy Jones,3000,TEN@HOU 01:00PM ET,0,HOU
WR,TJ Jones,3000,DET@MIN 01:00PM ET,0,DET
RB,Tion Green,3000,DET@MIN 01:00PM ET,0,DET
WR,Matthew Slater,3000,CAR@NE 01:00PM ET,0,NE
RB,Brandon Bolden,3000,CAR@NE 01:00PM ET,0,NE
WR,Damiere Byrd,3000,CAR@NE 01:00PM ET,0,CAR
RB,Alex Armah,3000,CAR@NE 01:00PM ET,0,CAR
WR,Charone Peake,3000,JAX@NYJ 01:00PM ET,0,NYJ
WR,Jalin Marshall,3000,JAX@NYJ 01:00PM ET,0,NYJ
WR,Lucky Whitehead,3000,JAX@NYJ 01:00PM ET,0,NYJ
WR,Keelan Cole,3000,JAX@NYJ 01:00PM ET,0,JAX
RB,T.J. Logan,3000,SF@ARI 04:05PM ET,0,ARI
WR,Victor Bolden Jr.,3000,SF@ARI 04:05PM ET,0,SF
WR,Kendrick Bourne,3000,SF@ARI 04:05PM ET,0,SF
WR,Bernard Reedy,3000,NYG@TB 04:05PM ET,0,TB
RB,Shane Smith,3000,NYG@TB 04:05PM ET,0,NYG
RB,George Winn,3000,IND@SEA 08:30PM ET,0,IND
TE,Erik Swoope,2600,IND@SEA 08:30PM ET,0,IND
TE,Clark Harris,2500,CIN@CLE 01:00PM ET,0,CIN
TE,Cethan Carter,2500,CIN@CLE 01:00PM ET,0,CIN
TE,James Hanna,2500,LAR@DAL 01:00PM ET,0,DAL
TE,Beau Brinkley,2500,TEN@HOU 01:00PM ET,0,TEN
TE,Kevin McDermott,2500,DET@MIN 01:00PM ET,0,MIN
TE,James O'Shaughnessy,2500,JAX@NYJ 01:00PM ET,0,JAX
TE,Kyle Nelson,2500,SF@ARI 04:05PM ET,0,SF
TE,Sean Culkin,2500,PHI@LAC 04:05PM ET,0,LAC
TE,Matt LaCosse,2500,NYG@TB 04:05PM ET,0,NYG
TE,Antony Auclair,2500,NYG@TB 04:05PM ET,0,TB
TE,Jake Butt,2500,OAK@DEN 04:25PM ET,0,DEN
TE,Tyler Ott,2500,IND@SEA 08:30PM ET,0,SEA
