QB,RB,RB,WR,WR,WR,TE,FLEX,DST,QB Team ,RB Team ,RB Team ,WR Team ,WR Team ,WR Team ,TE Team ,FLEX Team ,DST Team ,QB Salary ,RB Salary ,RB Salary ,WR Salary ,WR Salary ,WR Salary ,TE Salary ,FLEX Salary ,DST Salary ,Projected Value,Scenario,Iteration,Actual
Kirk Cousins,Leonard Fournette,Melvin Gordon,Dez Bryant,Rishard Matthews,DeAndre Hopkins,Eric Ebron,Larry Fitzgerald,Buccaneers ,WAS,JAX,LAC,DAL,TEN,HOU,DET,ARI,TB,6100,6000,7600,6800,4200,6200,3300,6400,3200,142.36,Scenario1,39,144.0
Derek Carr,Theo Riddick,Frank Gore,Alshon Jeffery,Antonio Brown,Mike Evans,Jason Witten,Terrance Williams,Steelers ,OAK,DET,IND,PHI,PIT,TB,DAL,DAL,PIT,6800,5100,4200,5900,9000,7500,4500,3600,3400,142.09,Scenario1,40,96.02
Dak Prescott,Leonard Fournette,Theo Riddick,Jermaine Kearse,Mike Evans,Julio Jones,Eric Ebron,T.Y. Hilton,Eagles ,DAL,JAX,DET,NYJ,TB,ATL,DET,IND,PHI,5800,6000,5100,4600,7500,9300,3300,5200,3000,141.73,Scenario1,41,122.92
Ben Roethlisberger,Tarik Cohen,Chris Thompson,Dez Bryant,Larry Fitzgerald,Julio Jones,Evan Engram,J.J. Nelson,Titans ,PIT,CHI,WAS,DAL,ARI,ATL,NYG,ARI,TEN,6200,5600,4500,6800,6400,9300,3200,5300,2700,141.54,Scenario1,42,133.7
Matt Ryan,Lamar Miller,Theo Riddick,DeAndre Hopkins,Antonio Brown,Emmanuel Sanders,Cameron Brate,Larry Fitzgerald,Redskins ,ATL,HOU,DET,HOU,PIT,DEN,TB,ARI,WAS,7100,5000,5100,6200,9000,5800,3000,6400,2400,141.33,Scenario1,43,155.06
Kirk Cousins,Lamar Miller,Chris Thompson,Jarvis Landry,Antonio Brown,Mike Evans,Coby Fleener,Eric Decker,Eagles ,WAS,HOU,WAS,MIA,PIT,TB,NO,TEN,PHI,6100,5000,4500,6800,9000,7500,4100,4000,3000,140.95,Scenario1,44,141.4
Matt Ryan,Leonard Fournette,Melvin Gordon,Doug Baldwin,Alshon Jeffery,Eric Decker,Travis Kelce,Chris Thompson,Raiders ,ATL,JAX,LAC,SEA,PHI,TEN,KC,WAS,OAK,7100,6000,7600,6400,5900,4000,6000,4500,2500,140.78,Scenario1,45,135.46
Aaron Rodgers,Tarik Cohen,Chris Thompson,Doug Baldwin,Rishard Matthews,Antonio Brown,Eric Ebron,Emmanuel Sanders,Ravens ,GB,CHI,WAS,SEA,TEN,PIT,DET,DEN,BAL,7300,5600,4500,6400,4200,9000,3300,5800,3900,140.02,Scenario1,46,170.42
Ben Roethlisberger,Melvin Gordon,Ameer Abdullah,DeAndre Hopkins,Emmanuel Sanders,T.Y. Hilton,Travis Kelce,J.J. Nelson,Eagles ,PIT,LAC,DET,HOU,DEN,IND,KC,ARI,PHI,6200,7600,4700,6200,5800,5200,6000,5300,3000,138.78,Scenario1,47,104.0
Kirk Cousins,Tarik Cohen,Theo Riddick,Amari Cooper,DeAndre Hopkins,Terrelle Pryor Sr.,Travis Kelce,Chris Thompson,Steelers ,WAS,CHI,DET,OAK,HOU,WAS,KC,WAS,PIT,6100,5600,5100,7100,6200,5900,6000,4500,3400,138.07,Scenario1,48,112.8
Aaron Rodgers,Melvin Gordon,Lamar Miller,Jarvis Landry,Alshon Jeffery,Terrelle Pryor Sr.,Cameron Brate,J.J. Nelson,Buccaneers ,GB,LAC,HOU,MIA,PHI,WAS,TB,ARI,TB,7300,7600,5000,6800,5900,5900,3000,5300,3200,137.8,Scenario1,49,86.62
Dak Prescott,Tarik Cohen,Melvin Gordon,Amari Cooper,Michael Crabtree,Eric Decker,Coby Fleener,T.Y. Hilton,Buccaneers ,DAL,CHI,LAC,OAK,OAK,TEN,NO,IND,TB,5800,5600,7600,7100,7400,4000,4100,5200,3200,137.44,Scenario1,50,96.62
Kirk Cousins,Melvin Gordon,Frank Gore,Doug Baldwin,Emmanuel Sanders,Keenan Allen,Coby Fleener,Terrelle Pryor Sr.,Titans ,WAS,LAC,IND,SEA,DEN,LAC,NO,WAS,TEN,6100,7600,4200,6400,5800,7200,4100,5900,2700,137.27,Scenario1,51,119.5
Aaron Rodgers,Theo Riddick,Christian McCaffrey,Doug Baldwin,DeAndre Hopkins,Alshon Jeffery,Coby Fleener,Demaryius Thomas,Eagles ,GB,DET,CAR,SEA,HOU,PHI,NO,DEN,PHI,7300,5100,6100,6400,6200,5900,4100,5900,3000,136.93,Scenario1,52,136.92
Drew Brees,Melvin Gordon,Theo Riddick,Amari Cooper,Alshon Jeffery,Emmanuel Sanders,Evan Engram,Marvin Jones Jr.,Ravens ,NO,LAC,DET,OAK,PHI,DEN,NYG,DET,BAL,7200,7600,5100,7100,5900,5800,3200,4200,3900,136.73,Scenario1,53,79.1
Dak Prescott,Tarik Cohen,Frank Gore,Alshon Jeffery,Keenan Allen,J.J. Nelson,Travis Kelce,Christian McCaffrey,Ravens ,DAL,CHI,IND,PHI,LAC,ARI,KC,CAR,BAL,5800,5600,4200,5900,7200,5300,6000,6100,3900,136.69,Scenario1,54,91.32
Dak Prescott,Lamar Miller,LeSean McCoy,Doug Baldwin,Jarvis Landry,DeAndre Hopkins,Travis Kelce,Marvin Jones Jr.,Panthers ,DAL,HOU,BUF,SEA,MIA,HOU,KC,DET,CAR,5800,5000,7000,6400,6800,6200,6000,4200,2600,136.33,Scenario1,55,105.52
Ben Roethlisberger,Melvin Gordon,Theo Riddick,Jarvis Landry,Eric Decker,Keenan Allen,Jack Doyle,Christian McCaffrey,Steelers ,PIT,LAC,DET,MIA,TEN,LAC,IND,CAR,PIT,6200,7600,5100,6800,4000,7200,3600,6100,3400,136.24,Scenario1,56,97.8
Kirk Cousins,Ameer Abdullah,LeSean McCoy,Michael Crabtree,DeAndre Hopkins,Alshon Jeffery,Cameron Brate,Keenan Allen,Raiders ,WAS,DET,BUF,OAK,HOU,PHI,TB,LAC,OAK,6100,4700,7000,7400,6200,5900,3000,7200,2500,136.18,Scenario1,57,110.6
Aaron Rodgers,Lamar Miller,Frank Gore,Amari Cooper,Jermaine Kearse,Michael Crabtree,Travis Kelce,Emmanuel Sanders,Raiders ,GB,HOU,IND,OAK,NYJ,OAK,KC,DEN,OAK,7300,5000,4200,7100,4600,7400,6000,5800,2500,136.02,Scenario1,58,79.92
Cam Newton,Melvin Gordon,Lamar Miller,Martavis Bryant,Doug Baldwin,Michael Crabtree,Evan Engram,Ameer Abdullah,Steelers ,CAR,LAC,HOU,PIT,SEA,OAK,NYG,DET,PIT,6600,7600,5000,5700,6400,7400,3200,4700,3400,135.36,Scenario1,59,95.78
Ben Roethlisberger,Ezekiel Elliott,Frank Gore,Amari Cooper,Doug Baldwin,Jarvis Landry,Evan Engram,DeSean Jackson,Buccaneers ,PIT,DAL,IND,OAK,SEA,MIA,NYG,TB,TB,6200,8300,4200,7100,6400,6800,3200,4600,3200,135.22,Scenario1,60,112.9
Dak Prescott,Theo Riddick,Kareem Hunt,Mohamed Sanu,Doug Baldwin,Michael Crabtree,Cameron Brate,Terrelle Pryor Sr.,Ravens ,DAL,DET,KC,ATL,SEA,OAK,TB,WAS,BAL,5800,5100,8000,4500,6400,7400,3000,5900,3900,135.22,Scenario1,61,116.22
Cam Newton,Tarik Cohen,Jay Ajayi,Amari Cooper,Jarvis Landry,Emmanuel Sanders,Cameron Brate,Ameer Abdullah,Titans ,CAR,CHI,MIA,OAK,MIA,DEN,TB,DET,TEN,6600,5600,7700,7100,6800,5800,3000,4700,2700,135.06,Scenario1,62,82.78
Dak Prescott,Ezekiel Elliott,Lamar Miller,Amari Cooper,Keenan Allen,Terrelle Pryor Sr.,Jack Doyle,Ameer Abdullah,Redskins ,DAL,DAL,HOU,OAK,LAC,WAS,IND,DET,WAS,5800,8300,5000,7100,7200,5900,3600,4700,2400,134.87,Scenario1,63,93.42
Carson Palmer,Ameer Abdullah,Christian McCaffrey,Jarvis Landry,DeSean Jackson,Michael Crabtree,Travis Kelce,Terrelle Pryor Sr.,Falcons ,ARI,DET,CAR,MIA,TB,OAK,KC,WAS,ATL,6000,4700,6100,6800,4600,7400,6000,5900,2500,134.71,Scenario1,64,98.9
Aaron Rodgers,Tarik Cohen,Kareem Hunt,Jarvis Landry,Marvin Jones Jr.,Tyler Lockett,Coby Fleener,Keenan Allen,Raiders ,GB,CHI,KC,MIA,DET,SEA,NO,LAC,OAK,7300,5600,8000,6800,4200,4300,4100,7200,2500,134.52,Scenario1,65,111.72
Ben Roethlisberger,Jay Ajayi,Lamar Miller,Mohamed Sanu,Demaryius Thomas,Tyler Lockett,Travis Kelce,Keenan Allen,Buccaneers ,PIT,MIA,HOU,ATL,DEN,SEA,KC,LAC,TB,6200,7700,5000,4500,5900,4300,6000,7200,3200,134.31,Scenario1,66,69.6
Drew Brees,Ezekiel Elliott,Mark Ingram,Jermaine Kearse,DeSean Jackson,Marvin Jones Jr.,Travis Kelce,Keenan Allen,Steelers ,NO,DAL,NO,NYJ,TB,DET,KC,LAC,PIT,7200,8300,4500,4600,4600,4200,6000,7200,3400,133.89,Scenario1,67,99.0
Drew Brees,Jay Ajayi,Frank Gore,Amari Cooper,Mohamed Sanu,Martavis Bryant,Coby Fleener,Christian McCaffrey,Steelers ,NO,MIA,IND,OAK,ATL,PIT,NO,CAR,PIT,7200,7700,4200,7100,4500,5700,4100,6100,3400,133.74,Scenario1,68,90.2
Drew Brees,Tarik Cohen,LeSean McCoy,Mohamed Sanu,Jarvis Landry,Michael Crabtree,Evan Engram,Demaryius Thomas,Redskins ,NO,CHI,BUF,ATL,MIA,OAK,NYG,DEN,WAS,7200,5600,7000,4500,6800,7400,3200,5900,2400,133.65,Scenario1,69,113.5
Drew Brees,Jordan Howard,Ameer Abdullah,Amari Cooper,Terrance Williams,DeVante Parker,Travis Kelce,LeSean McCoy,Buccaneers ,NO,CHI,DET,OAK,DAL,MIA,KC,BUF,TB,7200,4900,4700,7100,3600,6300,6000,7000,3200,133.38,Scenario1,70,112.7
Ben Roethlisberger,Ameer Abdullah,LeSean McCoy,Martavis Bryant,Jarvis Landry,Jermaine Kearse,Coby Fleener,Michael Thomas,Ravens ,PIT,DET,BUF,PIT,MIA,NYJ,NO,NO,BAL,6200,4700,7000,5700,6800,4600,4100,7000,3900,133.26,Scenario1,71,82.3
Aaron Rodgers,Isaiah Crowell,Jay Ajayi,Michael Crabtree,Terrance Williams,Keenan Allen,Evan Engram,Christian McCaffrey,Titans ,GB,CLE,MIA,OAK,DAL,LAC,NYG,CAR,TEN,7300,4800,7700,7400,3600,7200,3200,6100,2700,132.97,Scenario1,72,95.42
Aaron Rodgers,Ezekiel Elliott,Jordan Howard,Mohamed Sanu,DeSean Jackson,Michael Crabtree,Coby Fleener,DeVante Parker,Panthers ,GB,DAL,CHI,ATL,TB,OAK,NO,MIA,CAR,7300,8300,4900,4500,4600,7400,4100,6300,2600,132.59,Scenario1,73,140.22
Dak Prescott,Ezekiel Elliott,Christian McCaffrey,Martavis Bryant,Jermaine Kearse,Michael Crabtree,Charles Clay,Demaryius Thomas,Cowboys ,DAL,DAL,CAR,PIT,NYJ,OAK,BUF,DEN,DAL,5800,8300,6100,5700,4600,7400,3400,5900,2800,132.51,Scenario1,74,117.62
Cam Newton,Kareem Hunt,LeSean McCoy,DeSean Jackson,Keenan Allen,Cooper Kupp,Charles Clay,Christian McCaffrey,Redskins ,CAR,KC,BUF,TB,LAC,LAR,BUF,CAR,WAS,6600,8000,7000,4600,7200,4700,3400,6100,2400,132.16,Scenario1,75,140.28
Aaron Rodgers,Ezekiel Elliott,Jay Ajayi,Jermaine Kearse,Tyler Lockett,Cooper Kupp,Jack Doyle,LeSean McCoy,Falcons ,GB,DAL,MIA,NYJ,SEA,LAR,IND,BUF,ATL,7300,8300,7700,4600,4300,4700,3600,7000,2500,131.99,Scenario1,76,87.12
Aaron Rodgers,Mark Ingram,Kareem Hunt,Martavis Bryant,DeSean Jackson,Demaryius Thomas,Evan Engram,Golden Tate,Ravens ,GB,NO,KC,PIT,TB,DEN,NYG,DET,BAL,7300,4500,8000,5700,4600,5900,3200,6900,3900,131.7,Scenario1,77,131.22
Cam Newton,Jay Ajayi,Jordan Howard,Jermaine Kearse,Tyrell Williams,Demaryius Thomas,Coby Fleener,Kareem Hunt,Broncos ,CAR,MIA,CHI,NYJ,LAC,DEN,NO,KC,DEN,6600,7700,4900,4600,4600,5900,4100,8000,3600,131.35,Scenario1,78,113.08
Carson Palmer,Ezekiel Elliott,Christian McCaffrey,Kelvin Benjamin,Mohamed Sanu,Michael Thomas,Evan Engram,Tyler Lockett,Ravens ,ARI,DAL,CAR,CAR,ATL,NO,NYG,SEA,BAL,6000,8300,6100,6700,4500,7000,3200,4300,3900,131.31,Scenario1,79,114.6
Ben Roethlisberger,Ezekiel Elliott,Isaiah Crowell,Demaryius Thomas,Michael Thomas,Terrance Williams,Jack Doyle,Kareem Hunt,Panthers ,PIT,DAL,CLE,DEN,NO,DAL,IND,KC,CAR,6200,8300,4800,5900,7000,3600,3600,8000,2600,131.27,Scenario1,80,114.9
Carson Palmer,Isaiah Crowell,LeSean McCoy,Martavis Bryant,Golden Tate,DeVante Parker,Jack Doyle,Christian McCaffrey,Broncos ,ARI,CLE,BUF,PIT,DET,MIA,IND,CAR,DEN,6000,4800,7000,5700,6900,6300,3600,6100,3600,130.58,Scenario1,81,121.7
Drew Brees,Mark Ingram,Jay Ajayi,Michael Thomas,Tyler Lockett,Golden Tate,Charles Clay,DeVante Parker,Titans ,NO,NO,MIA,NO,SEA,DET,BUF,MIA,TEN,7200,4500,7700,7000,4300,6900,3400,6300,2700,130.47,Scenario1,82,119.9
Aaron Rodgers,Dalvin Cook,Kareem Hunt,Mohamed Sanu,Tyrell Williams,Michael Thomas,Zach Miller,LeSean McCoy,Titans ,GB,MIN,KC,ATL,LAC,NO,CHI,BUF,TEN,7300,5900,8000,4500,4600,7000,3000,7000,2700,130.44,Scenario1,83,140.62
Jameis Winston,Isaiah Crowell,Jay Ajayi,Kelvin Benjamin,Allen Hurns,Demaryius Thomas,Charles Clay,LeSean McCoy,Ravens ,TB,CLE,MIA,CAR,JAX,DEN,BUF,BUF,BAL,6000,4800,7700,6700,4600,5900,3400,7000,3900,129.99,Scenario1,84,88.82
Cam Newton,Ezekiel Elliott,Jay Ajayi,Martavis Bryant,Allen Hurns,DeSean Jackson,Zach Miller,Michael Thomas,Lions ,CAR,DAL,MIA,PIT,JAX,TB,CHI,NO,DET,6600,8300,7700,5700,4600,4600,3000,7000,2400,129.97,Scenario1,85,105.98
Drew Brees,Ezekiel Elliott,Jordan Howard,Tyreek Hill,Martavis Bryant,Tyler Lockett,Seth DeValve,Kareem Hunt,Redskins ,NO,DAL,CHI,KC,PIT,SEA,CLE,KC,WAS,7200,8300,4900,6600,5700,4300,2600,8000,2400,129.63,Scenario1,86,151.8
Drew Brees,Javorius Allen,Kareem Hunt,Kelvin Benjamin,Tyrell Williams,DeVante Parker,Jack Doyle,Cooper Kupp,Ravens ,NO,BAL,KC,CAR,LAC,MIA,IND,LAR,BAL,7200,5000,8000,6700,4600,6300,3600,4700,3900,129.5,Scenario1,87,87.1
Cam Newton,Dalvin Cook,Jay Ajayi,Kelvin Benjamin,Tyreek Hill,Golden Tate,Jack Doyle,Terrance Williams,Redskins ,CAR,MIN,MIA,CAR,KC,DET,IND,DAL,WAS,6600,5900,7700,6700,6600,6900,3600,3600,2400,128.78,Scenario1,88,109.58
Carson Palmer,Dalvin Cook,Kareem Hunt,Tyreek Hill,Pierre Garcon,Demaryius Thomas,Charles Clay,DeVante Parker,Falcons ,ARI,MIN,KC,KC,SF,DEN,BUF,MIA,ATL,6000,5900,8000,6600,5300,5900,3400,6300,2500,128.41,Scenario1,89,181.4
