"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"QB","Philip Rivers",6300,"PHI@LAC 04:05PM ET",15.133,"LAC"
"WR","Demaryius Thomas",6300,"OAK@DEN 04:25PM ET",13.533,"DEN"
"QB","Dak Prescott",6200,"LAR@DAL 01:00PM ET",19.320,"DAL"
"WR","Alshon Jeffery",6200,"PHI@LAC 04:05PM ET",13.533,"PHI"
"WR","Michael Crabtree",6200,"OAK@DEN 04:25PM ET",16.000,"OAK"
"QB","Carson Palmer",6100,"SF@ARI 04:05PM ET",18.847,"ARI"
"WR","Larry Fitzgerald",6100,"SF@ARI 04:05PM ET",18.467,"ARI"
"WR","Emmanuel Sanders",6100,"OAK@DEN 04:25PM ET",14.767,"DEN"
"QB","Ben Roethlisberger",6000,"PIT@BAL 01:00PM ET",15.747,"PIT"
"RB","DeMarco Murray",6000,"TEN@HOU 01:00PM ET",11.267,"TEN"
"QB","Matthew Stafford",6000,"DET@MIN 01:00PM ET",19.573,"DET"
"WR","Chris Hogan",6000,"CAR@NE 01:00PM ET",15.033,"NE"
"WR","Kelvin Benjamin",6000,"CAR@NE 01:00PM ET",6.667,"CAR"
"WR","Amari Cooper",6000,"OAK@DEN 04:25PM ET",8.700,"OAK"
"WR","Sammy Watkins",5900,"LAR@DAL 01:00PM ET",15.800,"LAR"
"QB","Cam Newton",5900,"CAR@NE 01:00PM ET",12.413,"CAR"
"QB","Jameis Winston",5900,"NYG@TB 04:05PM ET",16.990,"TB"
"QB","Andy Dalton",5800,"CIN@CLE 01:00PM ET",9.247,"CIN"
"WR","Adam Thielen",5800,"DET@MIN 01:00PM ET",16.967,"MIN"
"QB","Derek Carr",5800,"OAK@DEN 04:25PM ET",15.700,"OAK"
"RB","Joe Mixon",5700,"CIN@CLE 01:00PM ET",7.867,"CIN"
"QB","Sam Bradford",5700,"DET@MIN 01:00PM ET",28.540,"MIN"
"QB","Eli Manning",5700,"NYG@TB 04:05PM ET",15.967,"NYG"
"QB","Jared Goff",5600,"LAR@DAL 01:00PM ET",18.360,"LAR"
"WR","J.J. Nelson",5600,"SF@ARI 04:05PM ET",13.767,"ARI"
"RB","C.J. Anderson",5600,"OAK@DEN 04:25PM ET",16.500,"DEN"
"QB","Jimmy Garoppolo",5500,"CAR@NE 01:00PM ET",0,"NE"
"WR","Pierre Garcon",5500,"SF@ARI 04:05PM ET",14.633,"SF"
"WR","Martavis Bryant",5400,"PIT@BAL 01:00PM ET",9.067,"PIT"
"RB","Mike Gillislee",5400,"CAR@NE 01:00PM ET",12.833,"NE"
"QB","Derek Anderson",5400,"CAR@NE 01:00PM ET",0.680,"CAR"
"QB","Tyrod Taylor",5300,"BUF@ATL 01:00PM ET",16.027,"BUF"
"RB","Derrick Henry",5300,"TEN@HOU 01:00PM ET",8.367,"TEN"
"WR","Devin Funchess",5300,"CAR@NE 01:00PM ET",8.200,"CAR"
"QB","Blake Bortles",5300,"JAX@NYJ 01:00PM ET",16.893,"JAX"
"QB","DeShone Kizer",5200,"CIN@CLE 01:00PM ET",16.847,"CLE"
"WR","DeSean Jackson",5200,"NYG@TB 04:05PM ET",12.650,"TB"
"QB","Trevor Siemian",5200,"OAK@DEN 04:25PM ET",19.287,"DEN"
"RB","Alfred Morris",5100,"LAR@DAL 01:00PM ET",0.050,"DAL"
"QB","Deshaun Watson",5100,"TEN@HOU 01:00PM ET",16.840,"HOU"
"WR","John Brown",5100,"SF@ARI 04:05PM ET",8.200,"ARI"
"RB","Tevin Coleman",5000,"BUF@ATL 01:00PM ET",11.400,"ATL"
"TE","Jason Witten",5000,"LAR@DAL 01:00PM ET",15.300,"DAL"
"QB","Case Keenum",5000,"DET@MIN 01:00PM ET",19.120,"MIN"
"RB","James White",5000,"CAR@NE 01:00PM ET",10.400,"NE"
"WR","Sterling Shepard",5000,"NYG@TB 04:05PM ET",15.433,"NYG"
"RB","Marshawn Lynch",5000,"OAK@DEN 04:25PM ET",8.567,"OAK"
"QB","Joe Flacco",4900,"PIT@BAL 01:00PM ET",7.513,"BAL"
"WR","Rishard Matthews",4900,"TEN@HOU 01:00PM ET",13.367,"TEN"
"TE","Delanie Walker",4900,"TEN@HOU 01:00PM ET",12.633,"TEN"
"WR","Danny Amendola",4900,"CAR@NE 01:00PM ET",13.400,"NE"
"WR","Mohamed Sanu",4800,"BUF@ATL 01:00PM ET",12.333,"ATL"
"RB","Isaiah Crowell",4800,"CIN@CLE 01:00PM ET",7.233,"CLE"
"WR","Corey Coleman",4800,"CIN@CLE 01:00PM ET",9.100,"CLE"
"QB","Brian Hoyer",4800,"SF@ARI 04:05PM ET",12.787,"SF"
"RB","Javorius Allen",4700,"PIT@BAL 01:00PM ET",12.000,"BAL"
"QB","AJ McCarron",4700,"CIN@CLE 01:00PM ET",0,"CIN"
"TE","Greg Olsen",4700,"CAR@NE 01:00PM ET",2.900,"CAR"
"WR","Allen Hurns",4700,"JAX@NYJ 01:00PM ET",12.800,"JAX"
"QB","Kevin Hogan",4600,"CIN@CLE 01:00PM ET",8.220,"CLE"
"RB","Bilal Powell",4600,"JAX@NYJ 01:00PM ET",6.633,"NYJ"
"WR","Jermaine Kearse",4600,"JAX@NYJ 01:00PM ET",14.167,"NYJ"
"WR","Brandon Marshall",4600,"NYG@TB 04:05PM ET",6.433,"NYG"
"QB","Landry Jones",4500,"PIT@BAL 01:00PM ET",0,"PIT"
"RB","James Conner",4500,"PIT@BAL 01:00PM ET",0.667,"PIT"
"WR","Jeremy Maclin",4500,"PIT@BAL 01:00PM ET",9.500,"BAL"
"RB","Duke Johnson Jr.",4500,"CIN@CLE 01:00PM ET",12.467,"CLE"
"WR","Rashard Higgins",4500,"CIN@CLE 01:00PM ET",9.950,"CLE"
"QB","Cooper Rush",4500,"LAR@DAL 01:00PM ET",0,"DAL"
"RB","Darren McFadden",4500,"LAR@DAL 01:00PM ET",0,"DAL"
"WR","Cole Beasley",4500,"LAR@DAL 01:00PM ET",4.967,"DAL"
"RB","Lamar Miller",4500,"TEN@HOU 01:00PM ET",10.200,"HOU"
"RB","Theo Riddick",4500,"DET@MIN 01:00PM ET",9.700,"DET"
"QB","Josh McCown",4500,"JAX@NYJ 01:00PM ET",14.293,"NYJ"
"WR","Marqise Lee",4500,"JAX@NYJ 01:00PM ET",8.367,"JAX"
"QB","Cardale Jones",4500,"PHI@LAC 04:05PM ET",0,"LAC"
"QB","Geno Smith",4500,"NYG@TB 04:05PM ET",0,"NYG"
"RB","Doug Martin",4500,"NYG@TB 04:05PM ET",0,"TB"
"QB","Tom Savage",4400,"TEN@HOU 01:00PM ET",0.480,"HOU"
"RB","Branden Oliver",4400,"PHI@LAC 04:05PM ET",3.833,"LAC"
"WR","Tyrell Williams",4400,"PHI@LAC 04:05PM ET",7.767,"LAC"
"QB","Ryan Fitzpatrick",4400,"NYG@TB 04:05PM ET",-0.200,"TB"
"RB","Jacquizz Rodgers",4400,"NYG@TB 04:05PM ET",7.100,"TB"
"QB","Matt Schaub",4300,"BUF@ATL 01:00PM ET",0.000,"ATL"
"RB","Giovani Bernard",4300,"CIN@CLE 01:00PM ET",8.467,"CIN"
"WR","Kenny Britt",4300,"CIN@CLE 01:00PM ET",5.967,"CLE"
"WR","Cooper Kupp",4300,"LAR@DAL 01:00PM ET",9.200,"LAR"
"QB","Matt Cassel",4300,"TEN@HOU 01:00PM ET",0,"TEN"
"RB","Jonathan Stewart",4300,"CAR@NE 01:00PM ET",9.100,"CAR"
"QB","Chad Henne",4300,"JAX@NYJ 01:00PM ET",-0.300,"JAX"
"QB","Blaine Gabbert",4300,"SF@ARI 04:05PM ET",0,"ARI"
"QB","Nick Foles",4300,"PHI@LAC 04:05PM ET",0,"PHI"
"QB","Sean Mannion",4200,"LAR@DAL 01:00PM ET",-0.220,"LAR"
"WR","Eric Decker",4200,"TEN@HOU 01:00PM ET",6.367,"TEN"
"QB","Jake Rudock",4200,"DET@MIN 01:00PM ET",0.000,"DET"
"RB","Ameer Abdullah",4200,"DET@MIN 01:00PM ET",9.100,"DET"
"RB","Chris Johnson",4200,"SF@ARI 04:05PM ET",3.750,"ARI"
"QB","C.J. Beathard",4200,"SF@ARI 04:05PM ET",0,"SF"
"RB","Jamaal Charles",4200,"OAK@DEN 04:25PM ET",7.300,"DEN"
"QB","Connor Cook",4200,"OAK@DEN 04:25PM ET",0,"OAK"
"WR","Taylor Gabriel",4100,"BUF@ATL 01:00PM ET",9.867,"ATL"
"RB","Terrance West",4100,"PIT@BAL 01:00PM ET",9.367,"BAL"
"WR","Kenny Golladay",4100,"DET@MIN 01:00PM ET",9.733,"DET"
"TE","Kyle Rudolph",4100,"DET@MIN 01:00PM ET",7.167,"MIN"
"RB","Wendell Smallwood",4100,"PHI@LAC 04:05PM ET",4.000,"PHI"
"QB","Brock Osweiler",4100,"OAK@DEN 04:25PM ET",0,"DEN"
"QB","Joe Webb",4000,"BUF@ATL 01:00PM ET",0.000,"BUF"
"QB","Nathan Peterman",4000,"BUF@ATL 01:00PM ET",0,"BUF"
"QB","Joshua Dobbs",4000,"PIT@BAL 01:00PM ET",0,"PIT"
"QB","Ryan Mallett",4000,"PIT@BAL 01:00PM ET",5.440,"BAL"
"RB","Danny Woodhead",4000,"PIT@BAL 01:00PM ET",6.700,"BAL"
"QB","Jeff Driskel",4000,"CIN@CLE 01:00PM ET",0,"CIN"
"QB","Cody Kessler",4000,"CIN@CLE 01:00PM ET",0,"CLE"
"WR","Josh Gordon",4000,"CIN@CLE 01:00PM ET",0,"CLE"
"QB","Kellen Moore",4000,"LAR@DAL 01:00PM ET",0,"DAL"
"QB","Brandon Allen",4000,"LAR@DAL 01:00PM ET",0,"LAR"
"RB","D'Onta Foreman",4000,"TEN@HOU 01:00PM ET",5.133,"HOU"
"WR","Corey Davis",4000,"TEN@HOU 01:00PM ET",7.150,"TEN"
"WR","Marvin Jones Jr.",4000,"DET@MIN 01:00PM ET",8.933,"DET"
"QB","Kyle Sloter",4000,"DET@MIN 01:00PM ET",0,"MIN"
"RB","Jerick McKinnon",4000,"DET@MIN 01:00PM ET",4.867,"MIN"
"RB","Rex Burkhead",4000,"CAR@NE 01:00PM ET",8.350,"NE"
"WR","Phillip Dorsett",4000,"CAR@NE 01:00PM ET",3.500,"NE"
"QB","Brad Kaaya",4000,"CAR@NE 01:00PM ET",0,"CAR"
"WR","Russell Shepard",4000,"CAR@NE 01:00PM ET",4.967,"CAR"
"WR","Curtis Samuel",4000,"CAR@NE 01:00PM ET",2.767,"CAR"
"QB","Christian Hackenberg",4000,"JAX@NYJ 01:00PM ET",0,"NYJ"
"QB","Bryce Petty",4000,"JAX@NYJ 01:00PM ET",0,"NYJ"
"QB","Ryan Nassib",4000,"JAX@NYJ 01:00PM ET",0,"JAX"
"QB","Drew Stanton",4000,"SF@ARI 04:05PM ET",0,"ARI"
"WR","Jaron Brown",4000,"SF@ARI 04:05PM ET",7.333,"ARI"
"RB","Darren Sproles",4000,"PHI@LAC 04:05PM ET",6.467,"PHI"
"QB","Kellen Clemens",4000,"PHI@LAC 04:05PM ET",0,"LAC"
"QB","Davis Webb",4000,"NYG@TB 04:05PM ET",0,"NYG"
"QB","Ryan Griffin",4000,"NYG@TB 04:05PM ET",0,"TB"
"QB","Chad Kelly",4000,"OAK@DEN 04:25PM ET",0,"DEN"
"QB","Paxton Lynch",4000,"OAK@DEN 04:25PM ET",0,"DEN"
"QB","EJ Manuel",4000,"OAK@DEN 04:25PM ET",0,"OAK"
"WR","Jordan Matthews",3900,"BUF@ATL 01:00PM ET",7.733,"BUF"
"TE","Tyler Eifert",3900,"CIN@CLE 01:00PM ET",4.300,"CIN"
"RB","Malcolm Brown",3900,"LAR@DAL 01:00PM ET",4.100,"LAR"
"WR","Robert Woods",3900,"LAR@DAL 01:00PM ET",9.967,"LAR"
"RB","Matt Forte",3900,"JAX@NYJ 01:00PM ET",7.400,"NYJ"
"RB","T.J. Yeldon",3900,"JAX@NYJ 01:00PM ET",0,"JAX"
"RB","Kerwynn Williams",3900,"SF@ARI 04:05PM ET",3.567,"ARI"
"RB","LeGarrette Blount",3900,"PHI@LAC 04:05PM ET",8.467,"PHI"
"WR","Nelson Agholor",3900,"PHI@LAC 04:05PM ET",10.833,"PHI"
"WR","Travis Benjamin",3900,"PHI@LAC 04:05PM ET",11.600,"LAC"
"RB","Charles Sims",3900,"NYG@TB 04:05PM ET",2.100,"TB"
"RB","Jalen Richard",3900,"OAK@DEN 04:25PM ET",8.167,"OAK"
"RB","Mike Tolbert",3800,"BUF@ATL 01:00PM ET",6.067,"BUF"
"WR","Brandon LaFell",3800,"CIN@CLE 01:00PM ET",4.633,"CIN"
"RB","Alfred Blue",3800,"TEN@HOU 01:00PM ET",0,"HOU"
"WR","Will Fuller V",3800,"TEN@HOU 01:00PM ET",0,"HOU"
"RB","Dwayne Washington",3800,"DET@MIN 01:00PM ET",1.550,"DET"
"WR","Robby Anderson",3800,"JAX@NYJ 01:00PM ET",9.833,"NYJ"
"RB","Chris Ivory",3800,"JAX@NYJ 01:00PM ET",6.767,"JAX"
"RB","Andre Ellington",3800,"SF@ARI 04:05PM ET",7.967,"ARI"
"RB","Matt Breida",3800,"SF@ARI 04:05PM ET",3.933,"SF"
"RB","Corey Clement",3800,"PHI@LAC 04:05PM ET",2.733,"PHI"
"TE","Cameron Brate",3800,"NYG@TB 04:05PM ET",8.850,"TB"
"RB","DeAndre Washington",3800,"OAK@DEN 04:25PM ET",6.033,"OAK"
"TE","Charles Clay",3700,"BUF@ATL 01:00PM ET",12.167,"BUF"
"RB","Alex Collins",3700,"PIT@BAL 01:00PM ET",5.700,"BAL"
"RB","Jeremy Hill",3700,"CIN@CLE 01:00PM ET",3.400,"CIN"
"WR","Jordan Leslie",3700,"CIN@CLE 01:00PM ET",3.600,"CLE"
"WR","Bruce Ellington",3700,"TEN@HOU 01:00PM ET",7.900,"HOU"
"WR","Jeremy Kerley",3700,"JAX@NYJ 01:00PM ET",6.800,"NYJ"
"RB","Corey Grant",3700,"JAX@NYJ 01:00PM ET",3.867,"JAX"
"WR","Torrey Smith",3700,"PHI@LAC 04:05PM ET",7.167,"PHI"
"WR","Mike Williams",3700,"PHI@LAC 04:05PM ET",0,"LAC"
"TE","Benjamin Watson",3600,"PIT@BAL 01:00PM ET",9.100,"BAL"
"WR","Terrance Williams",3600,"LAR@DAL 01:00PM ET",8.733,"DAL"
"WR","Malcolm Mitchell",3600,"CAR@NE 01:00PM ET",0,"NE"
"RB","Elijah McGuire",3600,"JAX@NYJ 01:00PM ET",2.333,"NYJ"
"DST","Jaguars ",3600,"JAX@NYJ 01:00PM ET",13.000,"JAX"
"RB","Shane Vereen",3600,"NYG@TB 04:05PM ET",8.967,"NYG"
"RB","De'Angelo Henderson",3600,"OAK@DEN 04:25PM ET",0.033,"DEN"
"DST","Steelers ",3500,"PIT@BAL 01:00PM ET",10.667,"PIT"
"WR","Mike Wallace",3500,"PIT@BAL 01:00PM ET",1.833,"BAL"
"DST","Bengals ",3500,"CIN@CLE 01:00PM ET",8.333,"CIN"
"TE","Ryan Griffin",3500,"TEN@HOU 01:00PM ET",8.550,"HOU"
"WR","Michael Floyd",3500,"DET@MIN 01:00PM ET",0,"MIN"
"WR","Jaelen Strong",3500,"JAX@NYJ 01:00PM ET",0.000,"JAX"
"RB","D.J. Foster",3500,"SF@ARI 04:05PM ET",0,"ARI"
"WR","Marquise Goodwin",3500,"SF@ARI 04:05PM ET",6.300,"SF"
"TE","Hunter Henry",3500,"PHI@LAC 04:05PM ET",5.000,"LAC"
"RB","Paul Perkins",3500,"NYG@TB 04:05PM ET",4.567,"NYG"
"RB","Devontae Booker",3500,"OAK@DEN 04:25PM ET",0,"DEN"
"WR","Taywan Taylor",3400,"TEN@HOU 01:00PM ET",4.567,"TEN"
"RB","Dion Lewis",3400,"CAR@NE 01:00PM ET",3.033,"NE"
"DST","Patriots ",3400,"CAR@NE 01:00PM ET",3.000,"NE"
"RB","Orleans Darkwa",3400,"NYG@TB 04:05PM ET",3.200,"NYG"
"DST","Buccaneers ",3400,"NYG@TB 04:05PM ET",9.000,"TB"
"TE","Jared Cook",3400,"OAK@DEN 04:25PM ET",10.467,"OAK"
"TE","Austin Hooper",3300,"BUF@ATL 01:00PM ET",9.467,"ATL"
"WR","Eli Rogers",3300,"PIT@BAL 01:00PM ET",3.467,"PIT"
"WR","Tyler Boyd",3300,"CIN@CLE 01:00PM ET",2.100,"CIN"
"WR","John Ross",3300,"CIN@CLE 01:00PM ET",0.200,"CIN"
"RB","Rod Smith",3300,"LAR@DAL 01:00PM ET",0.267,"DAL"
"DST","Titans ",3300,"TEN@HOU 01:00PM ET",4.000,"TEN"
"RB","Zach Zenner",3300,"DET@MIN 01:00PM ET",0.500,"DET"
"WR","Trent Taylor",3300,"SF@ARI 04:05PM ET",5.533,"SF"
"DST","Eagles ",3300,"PHI@LAC 04:05PM ET",10.000,"PHI"
"WR","Adam Humphries",3300,"NYG@TB 04:05PM ET",8.300,"TB"
"WR","Bennie Fowler",3300,"OAK@DEN 04:25PM ET",9.467,"DEN"
"DST","Broncos ",3300,"OAK@DEN 04:25PM ET",7.333,"DEN"
"WR","Seth Roberts",3300,"OAK@DEN 04:25PM ET",4.633,"OAK"
"DST","Falcons ",3200,"BUF@ATL 01:00PM ET",7.000,"ATL"
"WR","Ricardo Louis",3200,"CIN@CLE 01:00PM ET",3.967,"CLE"
"RB","Latavius Murray",3200,"DET@MIN 01:00PM ET",0.567,"MIN"
"WR","Laquon Treadwell",3200,"DET@MIN 01:00PM ET",3.067,"MIN"
"DST","Cardinals ",3200,"SF@ARI 04:05PM ET",6.000,"ARI"
"WR","Dontrelle Inman",3200,"PHI@LAC 04:05PM ET",0.600,"LAC"
"WR","Roger Lewis",3200,"NYG@TB 04:05PM ET",4.767,"NYG"
"WR","Zay Jones",3100,"BUF@ATL 01:00PM ET",2.300,"BUF"
"WR","Alex Erickson",3100,"CIN@CLE 01:00PM ET",3.467,"CIN"
"WR","Sammie Coates",3100,"CIN@CLE 01:00PM ET",0.000,"CLE"
"WR","Tavon Austin",3100,"LAR@DAL 01:00PM ET",1.333,"LAR"
"TE","Eric Ebron",3100,"DET@MIN 01:00PM ET",7.000,"DET"
"DST","Vikings ",3100,"DET@MIN 01:00PM ET",4.333,"MIN"
"RB","Derrick Coleman",3000,"BUF@ATL 01:00PM ET",0.000,"ATL"
"RB","Terron Ward",3000,"BUF@ATL 01:00PM ET",0.000,"ATL"
"RB","Brian Hill",3000,"BUF@ATL 01:00PM ET",0,"ATL"
"WR","Andre Roberts",3000,"BUF@ATL 01:00PM ET",0.733,"ATL"
"WR","Nick Williams",3000,"BUF@ATL 01:00PM ET",0,"ATL"
"WR","Justin Hardy",3000,"BUF@ATL 01:00PM ET",0.967,"ATL"
"RB","Taiwan Jones",3000,"BUF@ATL 01:00PM ET",0.000,"BUF"
"RB","Joe Banyard",3000,"BUF@ATL 01:00PM ET",0.000,"BUF"
"RB","Patrick DiMarco",3000,"BUF@ATL 01:00PM ET",0.500,"BUF"
"WR","Walter Powell",3000,"BUF@ATL 01:00PM ET",0,"BUF"
"WR","Brandon Tate",3000,"BUF@ATL 01:00PM ET",0.000,"BUF"
"WR","Kaelin Clay",3000,"BUF@ATL 01:00PM ET",1.900,"BUF"
"WR","Andre Holmes",3000,"BUF@ATL 01:00PM ET",6.500,"BUF"
"RB","Roosevelt Nix",3000,"PIT@BAL 01:00PM ET",0.000,"PIT"
"RB","Terrell Watson",3000,"PIT@BAL 01:00PM ET",0.133,"PIT"
"WR","Darrius Heyward-Bey",3000,"PIT@BAL 01:00PM ET",0.000,"PIT"
"WR","Justin Hunter",3000,"PIT@BAL 01:00PM ET",0,"PIT"
"WR","JuJu Smith-Schuster",3000,"PIT@BAL 01:00PM ET",5.500,"PIT"
"TE","Jesse James",3000,"PIT@BAL 01:00PM ET",10.900,"PIT"
"WR","Michael Campanaro",3000,"PIT@BAL 01:00PM ET",0.900,"BAL"
"WR","Chris Matthews",3000,"PIT@BAL 01:00PM ET",0.600,"BAL"
"WR","Chris Moore",3000,"PIT@BAL 01:00PM ET",0.000,"BAL"
"WR","Breshad Perriman",3000,"PIT@BAL 01:00PM ET",0.500,"BAL"
"WR","Vince Mayle",3000,"PIT@BAL 01:00PM ET",0.000,"BAL"
"DST","Ravens ",3000,"PIT@BAL 01:00PM ET",12.667,"BAL"
"RB","Tra Carson",3000,"CIN@CLE 01:00PM ET",0,"CIN"
"WR","Cody Core",3000,"CIN@CLE 01:00PM ET",0.000,"CIN"
"WR","Josh Malone",3000,"CIN@CLE 01:00PM ET",0,"CIN"
"RB","Danny Vitale",3000,"CIN@CLE 01:00PM ET",0.000,"CLE"
"RB","Matthew Dayes",3000,"CIN@CLE 01:00PM ET",1.200,"CLE"
"WR","James Wright",3000,"CIN@CLE 01:00PM ET",0,"CLE"
"WR","Kasen Williams",3000,"CIN@CLE 01:00PM ET",1.000,"CLE"
"RB","Keith Smith",3000,"LAR@DAL 01:00PM ET",0.000,"DAL"
"WR","Brice Butler",3000,"LAR@DAL 01:00PM ET",7.933,"DAL"
"WR","Ryan Switzer",3000,"LAR@DAL 01:00PM ET",0.100,"DAL"
"WR","Noah Brown",3000,"LAR@DAL 01:00PM ET",1.150,"DAL"
"RB","Lance Dunbar",3000,"LAR@DAL 01:00PM ET",0,"LAR"
"RB","Justin Davis",3000,"LAR@DAL 01:00PM ET",0.050,"LAR"
"WR","Michael Thomas",3000,"LAR@DAL 01:00PM ET",0,"LAR"
"WR","Pharoh Cooper",3000,"LAR@DAL 01:00PM ET",0.133,"LAR"
"WR","Josh Reynolds",3000,"LAR@DAL 01:00PM ET",1.267,"LAR"
"RB","Jordan Todman",3000,"TEN@HOU 01:00PM ET",0.000,"HOU"
"RB","Jay Prosch",3000,"TEN@HOU 01:00PM ET",0.000,"HOU"
"RB","Tyler Ervin",3000,"TEN@HOU 01:00PM ET",4.333,"HOU"
"WR","Braxton Miller",3000,"TEN@HOU 01:00PM ET",1.833,"HOU"
"WR","Andy Jones",3000,"TEN@HOU 01:00PM ET",0.000,"HOU"
"TE","C.J. Fiedorowicz",3000,"TEN@HOU 01:00PM ET",8.600,"HOU"
"DST","Texans ",3000,"TEN@HOU 01:00PM ET",6.000,"HOU"
"RB","Jalston Fowler",3000,"TEN@HOU 01:00PM ET",2.100,"TEN"
"RB","David Fluellen",3000,"TEN@HOU 01:00PM ET",0.600,"TEN"
"WR","Darius Jennings",3000,"TEN@HOU 01:00PM ET",0,"TEN"
"WR","Eric Weems",3000,"TEN@HOU 01:00PM ET",0.000,"TEN"
"RB","Tion Green",3000,"DET@MIN 01:00PM ET",0,"DET"
"WR","Jared Abbrederis",3000,"DET@MIN 01:00PM ET",0.000,"DET"
"WR","TJ Jones",3000,"DET@MIN 01:00PM ET",4.833,"DET"
"RB","C.J. Ham",3000,"DET@MIN 01:00PM ET",2.767,"MIN"
"WR","Jarius Wright",3000,"DET@MIN 01:00PM ET",4.633,"MIN"
"WR","Stacy Coley",3000,"DET@MIN 01:00PM ET",0.000,"MIN"
"WR","Rodney Adams",3000,"DET@MIN 01:00PM ET",0,"MIN"
"RB","James Develin",3000,"CAR@NE 01:00PM ET",0.533,"NE"
"RB","Brandon Bolden",3000,"CAR@NE 01:00PM ET",0.000,"NE"
"WR","Matthew Slater",3000,"CAR@NE 01:00PM ET",0,"NE"
"RB","Alex Armah",3000,"CAR@NE 01:00PM ET",0.000,"CAR"
"RB","Fozzy Whittaker",3000,"CAR@NE 01:00PM ET",0.433,"CAR"
"RB","Cameron Artis-Payne",3000,"CAR@NE 01:00PM ET",0,"CAR"
"WR","Damiere Byrd",3000,"CAR@NE 01:00PM ET",0.000,"CAR"
"WR","Jalin Marshall",3000,"JAX@NYJ 01:00PM ET",0,"NYJ"
"WR","Lucky Whitehead",3000,"JAX@NYJ 01:00PM ET",0,"NYJ"
"WR","ArDarius Stewart",3000,"JAX@NYJ 01:00PM ET",2.133,"NYJ"
"WR","Charone Peake",3000,"JAX@NYJ 01:00PM ET",0.433,"NYJ"
"WR","Chad Hansen",3000,"JAX@NYJ 01:00PM ET",0.000,"NYJ"
"TE","Austin Seferian-Jenkins",3000,"JAX@NYJ 01:00PM ET",8.100,"NYJ"
"RB","Tommy Bohanon",3000,"JAX@NYJ 01:00PM ET",2.967,"JAX"
"WR","Arrelious Benn",3000,"JAX@NYJ 01:00PM ET",0.733,"JAX"
"WR","Max McCaffrey",3000,"JAX@NYJ 01:00PM ET",0.000,"JAX"
"WR","Keelan Cole",3000,"JAX@NYJ 01:00PM ET",1.867,"JAX"
"RB","T.J. Logan",3000,"SF@ARI 04:05PM ET",0,"ARI"
"RB","Elijhaa Penny",3000,"SF@ARI 04:05PM ET",0.000,"ARI"
"WR","Brittan Golden",3000,"SF@ARI 04:05PM ET",2.333,"ARI"
"WR","Chad Williams",3000,"SF@ARI 04:05PM ET",2.150,"ARI"
"RB","Kyle Juszczyk",3000,"SF@ARI 04:05PM ET",2.700,"SF"
"RB","Raheem Mostert",3000,"SF@ARI 04:05PM ET",0.033,"SF"
"WR","Aldrick Robinson",3000,"SF@ARI 04:05PM ET",2.000,"SF"
"WR","Victor Bolden Jr.",3000,"SF@ARI 04:05PM ET",0.000,"SF"
